brand,price,fuel,month,year,mileage,power,url
Opel Corsa 1.2 Business Edition,15990.0,Gasolina,Julho,2022,21200,75,https://www.standvirtual.com/carros/anuncio/opel-corsa-1-2-business-edition-ID8PtMR9.html
VW Golf 2.0 R DSG,20500.0,Gasolina,Abril,2011,219000,270,https://www.standvirtual.com/carros/anuncio/vw-golf-2-0-r-dsg-ID8PzwUd.html
Fiat 500X 1.6 MJ City Cross S&S,14999.0,Diesel,Abril,2016,105000,120,https://www.standvirtual.com/carros/anuncio/fiat-500x-1-6-mj-city-cross-s-s-ID8PynVK.html
Ford Kuga 2.0 TDCi Titanium,17950.0,Diesel,Abril,2016,126626,120,https://www.standvirtual.com/carros/anuncio/ford-kuga-2-0-tdci-titanium-ID8Pu3XZ.html
BMW M2 Auto,49990.0,Gasolina,Janeiro,2017,43973,370,https://www.standvirtual.com/carros/anuncio/bmw-m2-auto-ID8PzkkE.html
Citroën C4 1.2 PureTech Shine,23490.0,Gasolina,Julho,2022,20100,131,https://www.standvirtual.com/carros/anuncio/citron-c4-1-2-puretech-shine-ID8Pxjpt.html
VW T-Roc 1.5 TSI Style DSG,31900.0,Gasolina,Março,2022,16300,150,https://www.standvirtual.com/carros/anuncio/vw-t-roc-1-5-tsi-style-dsg-ID8PzxQl.html
Opel Crossland X 1.2 T 120 Anos,18900.0,Gasolina,Fevereiro,2019,86000,110,https://www.standvirtual.com/carros/anuncio/opel-crossland-x-1-2-t-120-anos-ID8Pw0YD.html
Dacia Sandero,17250.0,Gasolina,Dezembro,2022,6420,90,https://www.standvirtual.com/carros/anuncio/dacia-sandero-ID8PzX7o.html
MINI Cooper Standard,21900.0,Gasolina,Maio,2019,48900,136,https://www.standvirtual.com/carros/anuncio/mini-cooper-standard-ID8PuAvJ.html
Toyota Prius 1.8 Plug-In Luxury,23900.0,Híbrido (Gasolina),Novembro,2019,124600,122,https://www.standvirtual.com/carros/anuncio/toyota-prius-1-8-plug-in-luxury-ID8Pzylk.html
Nissan Qashqai 1.5 dCi N-Connecta,24900.0,Diesel,Março,2020,48300,115,https://www.standvirtual.com/carros/anuncio/nissan-qashqai-1-5-dci-n-connecta-ID8Pzy6g.html
Audi A4 Avant 2.0 TDI S tronic,25900.0,Diesel,Fevereiro,2018,74800,150,https://www.standvirtual.com/carros/anuncio/audi-a4-avant-2-0-tdi-s-tronic-ID8Pz2vp.html
Land Rover Discovery Sport 1.5 I3 P300e R-Dynamic S AWD,61500.0,Híbrido (Gasolina),Setembro,2023,7500,309,https://www.standvirtual.com/carros/anuncio/land-rover-discovery-sport-1-5-i3-p300e-r-dynamic-s-awd-ID8PzX7m.html
Mercedes-Benz X 250 d Progressive 4-Matic Aut.,43250.0,Diesel,Maio,2019,69000,190,https://www.standvirtual.com/carros/anuncio/mercedes-benz-x-250-d-progressive-4-matic-aut-ID8Pzdyx.html
Renault Mégane Sport Tourer 1.5 Blue dCi Limited,19850.0,Diesel,Julho,2020,128000,115,https://www.standvirtual.com/carros/anuncio/renault-mgane-sport-tourer-1-5-blue-dci-limited-ID8Px0pN.html
Ford Focus SW 1.0 EcoBoost MHEV ST-Line,26980.0,Gasolina,Abril,2023,6605,155,https://www.standvirtual.com/carros/anuncio/ford-focus-sw-1-0-ecoboost-mhev-st-line-ID8PyCgq.html
Mercedes-Benz 220,6990.0,Diesel,Maio,2003,400310,150,https://www.standvirtual.com/carros/anuncio/mercedes-benz-220-ID8PtTPE.html
Renault Zoe (c/ Bateria) Z.E. 50 EXPERIENCE,18990.0,Eléctrico,Julho,2020,19400,108,https://www.standvirtual.com/carros/anuncio/renault-zoe-c-bateria-z-e-50-experience-ID8PvM6z.html
Ford C-Max 1.6 TDCi Titanium,5750.0,Diesel,Janeiro,2008,340000,109,https://www.standvirtual.com/carros/anuncio/ford-c-max-1-6-tdci-titanium-ID8PvHuK.html
VW Passat Variant 2.0 TDi Sportline DSG,12550.0,Diesel,Dezembro,2011,256000,170,https://www.standvirtual.com/carros/anuncio/vw-passat-variant-2-0-tdi-sportline-dsg-ID8PxY0b.html
MINI Clubman Cooper S,10990.0,Gasolina,Dezembro,2009,174000,175,https://www.standvirtual.com/carros/anuncio/mini-clubman-cooper-s-ID8PylpB.html
Audi A3 Sportback 1.6 TDI S tronic sport,20999.0,Diesel,Agosto,2018,153000,110,https://www.standvirtual.com/carros/anuncio/audi-a3-sportback-1-6-tdi-s-tronic-sport-ID8Py4UW.html
Mercedes-Benz C 220,24490.0,Diesel,Setembro,2017,164000,163,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-220-ID8Py1vc.html
Jeep Avenger 54 kWh 1st Editon,44980.0,Eléctrico,Setembro,2023,32,156,https://www.standvirtual.com/carros/anuncio/jeep-avenger-54-kwh-1st-editon-ID8Py4Cf.html
BMW M2 Auto,84990.0,Gasolina,Junho,2023,1405,460,https://www.standvirtual.com/carros/anuncio/bmw-m2-auto-ID8PwKsS.html
BMW X5 25 d sDrive Comfort 7L,42980.0,Diesel,Setembro,2016,76324,231,https://www.standvirtual.com/carros/anuncio/bmw-x5-25-d-sdrive-comfort-7l-ID8Py4Bv.html
Land Rover Range Rover Evoque 2.2 eD4 Prestige,26900.0,Diesel,Maio,2015,183000,150,https://www.standvirtual.com/carros/anuncio/land-rover-range-rover-evoque-2-2-ed4-prestige-ID8PzU6R.html
Opel Corsa 1.2 Edition,12980.0,Gasolina,Fevereiro,2020,95002,75,https://www.standvirtual.com/carros/anuncio/opel-corsa-1-2-edition-ID8Pyapr.html
Mercedes-Benz E 250 CDi Avantgarde BlueEfficiency Auto.,9990.0,Diesel,Outubro,2012,380000,204,https://www.standvirtual.com/carros/anuncio/mercedes-benz-e-250-cdi-avantgarde-blueefficiency-auto-ID8Pzaqk.html
Peugeot 3008 1.5 BlueHDi Active,21900.0,Diesel,Junho,2019,107000,130,https://www.standvirtual.com/carros/anuncio/peugeot-3008-1-5-bluehdi-active-ID8PzX4M.html
Mercedes-Benz GLB 180 d AMG Line,58990.0,Diesel,Abril,2023,5957,116,https://www.standvirtual.com/carros/anuncio/mercedes-benz-glb-180-d-amg-line-ID8PyXX1.html
Citroën C3 Aircross 1.2 PureTech Feel EAT6,17900.0,Gasolina,Julho,2019,92955,110,https://www.standvirtual.com/carros/anuncio/citron-c3-aircross-1-2-puretech-feel-eat6-ID8PyrQN.html
Opel Grandland X 1.2 T Design & Tech AT,19990.0,Gasolina,Agosto,2018,84190,130,https://www.standvirtual.com/carros/anuncio/opel-grandland-x-1-2-t-design-tech-at-ID8PypHA.html
VW ID.5 Pro Performance,53900.0,Eléctrico,Abril,2023,3339,204,https://www.standvirtual.com/carros/anuncio/vw-id-5-pro-performance-ID8PuWpm.html
Mercedes-Benz E 220 d AMG Line,42990.0,Diesel,Maio,2017,119000,194,https://www.standvirtual.com/carros/anuncio/mercedes-benz-e-220-d-amg-line-ID8PuXRD.html
BMW 320 d Touring,10950.0,Diesel,Abril,2011,260000,184,https://www.standvirtual.com/carros/anuncio/bmw-320-d-touring-ID8PzJZ4.html
Renault Talisman 1.5 dCi Zen,15990.0,Diesel,Março,2017,179000,110,https://www.standvirtual.com/carros/anuncio/renault-talisman-1-5-dci-zen-ID8PzcMj.html
Mercedes-Benz EQE SUV 350+,96990.0,Eléctrico,Junho,2023,7500,292,https://www.standvirtual.com/carros/anuncio/mercedes-benz-eqe-suv-350-ID8PwNve.html
Mercedes-Benz EQE 350,76850.0,Eléctrico,Março,2023,3457,292,https://www.standvirtual.com/carros/anuncio/mercedes-benz-eqe-350-ID8PvIt0.html
BMW 420 d Pack M Auto,65500.0,Diesel,Outubro,2022,15491,190,https://www.standvirtual.com/carros/anuncio/bmw-420-d-pack-m-auto-ID8Pxndn.html
Opel Corsa 1.2 Edition,13240.0,Gasolina,Fevereiro,2020,85804,75,https://www.standvirtual.com/carros/anuncio/opel-corsa-1-2-edition-ID8Pyaps.html
Renault Mégane 1.5 dCi Zen ECO,12980.0,Diesel,Outubro,2017,172746,110,https://www.standvirtual.com/carros/anuncio/renault-mgane-1-5-dci-zen-eco-ID8Py9XK.html
Citroën C4 Picasso 1.6 e-HDi Exclusive CMP6,7900.0,Diesel,Outubro,2011,199900,112,https://www.standvirtual.com/carros/anuncio/citron-c4-picasso-1-6-e-hdi-exclusive-cmp6-ID8Pydml.html
VW Golf 1.6 TDi Trendline,14250.0,Diesel,Maio,2014,106353,110,https://www.standvirtual.com/carros/anuncio/vw-golf-1-6-tdi-trendline-ID8Px0rt.html
Renault Espace 2.2 dCi Initiale 6L,8490.0,Diesel,Junho,2005,187156,150,https://www.standvirtual.com/carros/anuncio/renault-espace-2-2-dci-initiale-6l-ID8Pyru7.html
Kia XCeed 1.6 CRDi MHEV Tech+SRF,26000.0,Diesel,Março,2021,35479,136,https://www.standvirtual.com/carros/anuncio/kia-xceed-1-6-crdi-mhev-tech-srf-ID8PiaSq.html
Mercedes-Benz CLA 220 d Shooting Brake Urban Aut.,20950.0,Diesel,Junho,2017,255000,177,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-220-d-shooting-brake-urban-aut-ID8Pz38a.html
BMW X1 18 d sDrive Line Sport,19500.0,Diesel,Julho,2014,83671,143,https://www.standvirtual.com/carros/anuncio/bmw-x1-18-d-sdrive-line-sport-ID8PvP8x.html
Opel Zafira 1.6 CDTi Cosmo,14350.0,Diesel,Março,2014,162550,136,https://www.standvirtual.com/carros/anuncio/opel-zafira-1-6-cdti-cosmo-ID8Pppjy.html
Smart ForTwo Coupé EQ Passion,16390.0,Eléctrico,Novembro,2019,29666,82,https://www.standvirtual.com/carros/anuncio/smart-fortwo-coup-eq-passion-ID8PpLW9.html
Opel Corsa 1.2 T Elegance Aut.,17900.0,Gasolina,Maio,2020,31954,100,https://www.standvirtual.com/carros/anuncio/opel-corsa-1-2-t-elegance-aut-ID8PxXBB.html
SEAT Arona 1.0 TSI Style DSG,19900.0,Gasolina,Abril,2021,89637,110,https://www.standvirtual.com/carros/anuncio/seat-arona-1-0-tsi-style-dsg-ID8Pz2M6.html
Renault Captur 1.5 dCi Exclusive,21750.0,Diesel,Agosto,2020,11872,95,https://www.standvirtual.com/carros/anuncio/renault-captur-1-5-dci-exclusive-ID8Pz2LO.html
Mercedes-Benz EQA,54900.0,Eléctrico,Maio,2023,15,228,https://www.standvirtual.com/carros/anuncio/mercedes-benz-eqa-ID8PzE84.html
BMW 418 Gran Coupé d Line Sport Auto,21950.0,Diesel,Junho,2016,213000,150,https://www.standvirtual.com/carros/anuncio/bmw-418-gran-coup-d-line-sport-auto-ID8Pz2vG.html
Renault Grand Scénic 1.5 dCi Luxe 7L EDC,10950.0,Diesel,Abril,2011,166000,110,https://www.standvirtual.com/carros/anuncio/renault-grand-scnic-1-5-dci-luxe-7l-edc-ID8Pz2aJ.html
Mercedes-Benz C 220 Station CDI DPF Auto Avantgarde,18990.0,Diesel,Agosto,2015,259000,170,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-220-station-cdi-dpf-auto-avantgarde-ID8PyVMr.html
Jeep Wrangler 2.8 CRD MTX Sport,32450.0,Diesel,Maio,2008,73023,177,https://www.standvirtual.com/carros/anuncio/jeep-wrangler-2-8-crd-mtx-sport-ID8PzX8p.html
Nissan Qashqai 1.5 dCi Acenta,12480.0,Diesel,Maio,2014,220000,110,https://www.standvirtual.com/carros/anuncio/nissan-qashqai-1-5-dci-acenta-ID8PzW52.html
Peugeot 3008 BlueHDi 120 EAT6 Stop & Start Active,19500.0,Diesel,Maio,2017,213584,120,https://www.standvirtual.com/carros/anuncio/peugeot-3008-bluehdi-120-eat6-stop-start-active-ID8PvPeZ.html
Mercedes-Benz B 180 d Style Aut.,30390.0,Diesel,Março,2020,31967,116,https://www.standvirtual.com/carros/anuncio/mercedes-benz-b-180-d-style-aut-ID8PnPjG.html
Peugeot 208 1.4 HDi Access,10400.0,Diesel,Junho,2014,160000,68,https://www.standvirtual.com/carros/anuncio/peugeot-208-1-4-hdi-access-ID8PybHR.html
Citroën C4 Grand Picasso 1.6 e-HDi Exclusive,14490.0,Diesel,Julho,2014,130000,115,https://www.standvirtual.com/carros/anuncio/citron-c4-grand-picasso-1-6-e-hdi-exclusive-ID8PoFS1.html
Fiat 500 1.0 Hybrid Connect,14190.0,Gasolina,Outubro,2021,42709,70,https://www.standvirtual.com/carros/anuncio/fiat-500-1-0-hybrid-connect-ID8PzKqr.html
SEAT Leon,6990.0,Diesel,Julho,2010,274500,105,https://www.standvirtual.com/carros/anuncio/seat-leon-ID8Pz6NA.html
Mercedes-Benz CLA 250 e Shooting Brake Progressive,36890.0,Híbrido (Gasolina),Outubro,2020,92238,218,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-250-e-shooting-brake-progressive-ID8PxSCw.html
Alfa Romeo Giulietta 1.6 JTDm Exclusive,13890.0,Diesel,Dezembro,2014,110282,105,https://www.standvirtual.com/carros/anuncio/alfa-romeo-giulietta-1-6-jtdm-exclusive-ID8PubHa.html
Mercedes-Benz A 180 CDI (BlueEFFICIENCY) AMG Sport,15900.0,Diesel,Fevereiro,2013,137500,109,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-cdi-blueefficiency-amg-sport-ID8PzFmf.html
Citroën C3 1.4 HDi Attraction 99g,6700.0,Diesel,Janeiro,2011,130000,70,https://www.standvirtual.com/carros/anuncio/citron-c3-1-4-hdi-attraction-99g-ID8PxgIK.html
SEAT Ateca 1.0 TSI FR,28499.0,Gasolina,Julho,2022,42549,110,https://www.standvirtual.com/carros/anuncio/seat-ateca-1-0-tsi-fr-ID8PzX8f.html
BMW 840 Gran Coupé d xDrive Pack M,82000.0,Diesel,Agosto,2020,51666,320,https://www.standvirtual.com/carros/anuncio/bmw-840-gran-coup-d-xdrive-pack-m-ID8Py2Jd.html
BMW 420 Gran Coupé d Pack M Auto,24999.0,Diesel,Janeiro,2016,190000,190,https://www.standvirtual.com/carros/anuncio/bmw-420-gran-coup-d-pack-m-auto-ID8PxLQm.html
Nissan Micra 1.2 Acenta,9500.0,Gasolina,Março,2014,105000,80,https://www.standvirtual.com/carros/anuncio/nissan-micra-1-2-acenta-ID8PlAbO.html
Cupra Ateca 2.0 TSI DSG 4Drive,38000.0,Gasolina,Julho,2021,49000,300,https://www.standvirtual.com/carros/anuncio/cupra-ateca-2-0-tsi-dsg-4drive-ID8PxQzQ.html
Renault Clio 1.0 SCe Zen,15900.0,Gasolina,Agosto,2020,21283,75,https://www.standvirtual.com/carros/anuncio/renault-clio-1-0-sce-zen-ID8Pz489.html
Citroën C4 1.5 BlueHDi Shine Pack EAT8,23900.0,Diesel,Abril,2021,131951,131,https://www.standvirtual.com/carros/anuncio/citron-c4-1-5-bluehdi-shine-pack-eat8-ID8PyGDS.html
Fiat 500X 1.0 FireFly Cross,18900.0,Gasolina,Agosto,2021,56725,120,https://www.standvirtual.com/carros/anuncio/fiat-500x-1-0-firefly-cross-ID8PyGzj.html
Opel Crossland 1.5 D Elegance,20500.0,Diesel,Maio,2021,62157,110,https://www.standvirtual.com/carros/anuncio/opel-crossland-1-5-d-elegance-ID8PyFBq.html
Citroën C3 Aircross 1.2 PureTech C-Series,20780.0,Gasolina,Janeiro,2023,8063,110,https://www.standvirtual.com/carros/anuncio/citron-c3-aircross-1-2-puretech-c-series-ID8Px9Za.html
SEAT Ateca 1.6 TDI Style,17490.0,Diesel,Fevereiro,2017,148000,115,https://www.standvirtual.com/carros/anuncio/seat-ateca-1-6-tdi-style-ID8PwVQM.html
Hyundai i40,11970.0,Diesel,Março,2012,218147,136,https://www.standvirtual.com/carros/anuncio/hyundai-i40-ID8Pyy6S.html
Mercedes-Benz A 180 d AMG Line Aut.,39850.0,Diesel,Julho,2022,23467,116,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-d-amg-line-aut-ID8PyBip.html
Renault Kadjar 1.5 dCi Exclusive,19990.0,Diesel,Agosto,2017,118500,110,https://www.standvirtual.com/carros/anuncio/renault-kadjar-1-5-dci-exclusive-ID8PpEFY.html
Renault Mégane Break 1.5 dCi Dynamique S,6970.0,Diesel,Junho,2008,245457,105,https://www.standvirtual.com/carros/anuncio/renault-mgane-break-1-5-dci-dynamique-s-ID8PmXzQ.html
Mercedes-Benz C 180 d Aut.,29700.0,Diesel,Fevereiro,2018,53194,116,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-180-d-aut-ID8PmyAJ.html
Fiat 500,17970.0,Gasolina,Janeiro,2021,40283,70,https://www.standvirtual.com/carros/anuncio/fiat-500-ID8PpFbf.html
Fiat 500 1.0 Hybrid Lounge,14499.0,Gasolina,Dezembro,2020,39244,70,https://www.standvirtual.com/carros/anuncio/fiat-500-1-0-hybrid-lounge-ID8Pq8Uu.html
Dacia Sandero 0.9 TCe Stepway,14499.0,Gasolina,Setembro,2020,35698,90,https://www.standvirtual.com/carros/anuncio/dacia-sandero-0-9-tce-stepway-ID8Pwzoq.html
Renault Clio 1.5 dCi Limited,14399.0,Diesel,Março,2019,74358,90,https://www.standvirtual.com/carros/anuncio/renault-clio-1-5-dci-limited-ID8Pua8T.html
Citroën C3 1.2 PureTech C-Series,15999.0,Gasolina,Março,2022,39000,83,https://www.standvirtual.com/carros/anuncio/citron-c3-1-2-puretech-c-series-ID8PxI0E.html
Toyota RAV4 2.5 HSD Pure Dark,27999.0,Híbrido (Gasolina),Julho,2018,99000,197,https://www.standvirtual.com/carros/anuncio/toyota-rav4-2-5-hsd-pure-dark-ID8Pv3KV.html
Mercedes-Benz A 180 d AMG Line Aut.,29799.0,Diesel,Julho,2018,97000,116,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-d-amg-line-aut-ID8PyCk3.html
Mercedes-Benz CLA 180 d AMG Line Aut.,32499.0,Diesel,Outubro,2019,112000,116,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-180-d-amg-line-aut-ID8PyCke.html
Opel Adam 1.2 Glam,11799.0,Gasolina,Abril,2016,48000,70,https://www.standvirtual.com/carros/anuncio/opel-adam-1-2-glam-ID8Pz21D.html
Fiat Tipo Cross 1.3 Multijet,20900.0,Diesel,Novembro,2021,56000,95,https://www.standvirtual.com/carros/anuncio/fiat-tipo-cross-1-3-multijet-ID8Pz2gM.html
Renault Clio Sport Tourer 0.9 TCe Limited,12790.0,Gasolina,Abril,2018,73000,90,https://www.standvirtual.com/carros/anuncio/renault-clio-sport-tourer-0-9-tce-limited-ID8PyCux.html
Ford Focus SW 1.0 EcoBoost MHEV ST-Line,19899.0,Gasolina,Junho,2020,62000,125,https://www.standvirtual.com/carros/anuncio/ford-focus-sw-1-0-ecoboost-mhev-st-line-ID8Pz1Cb.html
Fiat 500 1.2 Lounge,12440.0,Gasolina,Fevereiro,2019,78117,69,https://www.standvirtual.com/carros/anuncio/fiat-500-1-2-lounge-ID8Px3x8.html
Citroën C5 Aircross 1.5 BlueHDi Feel Pack,27940.0,Diesel,Maio,2021,49217,130,https://www.standvirtual.com/carros/anuncio/citron-c5-aircross-1-5-bluehdi-feel-pack-ID8Px2gV.html
Citroën C5 Aircross 1.5 BlueHDi Feel Pack,27940.0,Diesel,Maio,2021,59661,130,https://www.standvirtual.com/carros/anuncio/citron-c5-aircross-1-5-bluehdi-feel-pack-ID8Pvy6W.html
Dacia Sandero 1.0 TCe Stepway Expression,18940.0,Gasolina,Junho,2022,11500,91,https://www.standvirtual.com/carros/anuncio/dacia-sandero-1-0-tce-stepway-expression-ID8Pw5CK.html
Dacia Duster 1.5 Blue dCi Comfort,23440.0,Diesel,Maio,2021,45900,115,https://www.standvirtual.com/carros/anuncio/dacia-duster-1-5-blue-dci-comfort-ID8PveI9.html
Citroën C5 Aircross 1.5 BlueHDi Feel Pack,28200.0,Diesel,Abril,2021,38580,130,https://www.standvirtual.com/carros/anuncio/citron-c5-aircross-1-5-bluehdi-feel-pack-ID8PvwFA.html
Renault Captur 1.0 TCe RS Line,23940.0,Gasolina,Junho,2022,21366,90,https://www.standvirtual.com/carros/anuncio/renault-captur-1-0-tce-rs-line-ID8Px3rr.html
Citroën C4 Picasso,18450.0,Gasolina,Julho,2018,66000,130,https://www.standvirtual.com/carros/anuncio/citron-c4-picasso-ID8PxJ76.html
Renault Mégane 1.5 Blue dCi Intens,23700.0,Diesel,Maio,2021,47549,115,https://www.standvirtual.com/carros/anuncio/renault-mgane-1-5-blue-dci-intens-ID8PwvG2.html
Dacia Sandero 1.0 TCe Stepway Comfort,17390.0,Gasolina,Junho,2022,24183,91,https://www.standvirtual.com/carros/anuncio/dacia-sandero-1-0-tce-stepway-comfort-ID8PxJ4o.html
Peugeot 208 1.2 PureTech Active Pack,18440.0,Gasolina,Maio,2022,6464,75,https://www.standvirtual.com/carros/anuncio/peugeot-208-1-2-puretech-active-pack-ID8PwvNz.html
Renault Zoe Exclusive 50,26940.0,Eléctrico,Janeiro,2020,86350,136,https://www.standvirtual.com/carros/anuncio/renault-zoe-exclusive-50-ID8PxJg4.html
Peugeot 208 1.2 PureTech Signature,15440.0,Gasolina,Abril,2019,32000,82,https://www.standvirtual.com/carros/anuncio/peugeot-208-1-2-puretech-signature-ID8Px3Rd.html
Mercedes-Benz C 200 d Avantgarde Aut.,28999.0,Diesel,Agosto,2019,123000,160,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-200-d-avantgarde-aut-ID8PyBjs.html
Citroën C3 1.5 BlueHDi Shine Pack,18500.0,Diesel,Janeiro,2022,34455,102,https://www.standvirtual.com/carros/anuncio/citron-c3-1-5-bluehdi-shine-pack-ID8PzPAg.html
Honda Civic 2.0 VTEC Turbo Type R GT,44900.0,Gasolina,Outubro,2019,53580,320,https://www.standvirtual.com/carros/anuncio/honda-civic-2-0-vtec-turbo-type-r-gt-ID8Pm9v2.html
Mercedes-Benz A 180 d AMG Line Aut.,25990.0,Diesel,Agosto,2018,145000,116,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-d-amg-line-aut-ID8PvJ2Q.html
Mercedes-Benz GLC 300 de 4Matic,59000.0,Híbrido (Diesel),Abril,2021,34460,320,https://www.standvirtual.com/carros/anuncio/mercedes-benz-glc-300-de-4matic-ID8PzAWn.html
Opel Insignia Sports Tourer 2.0 CDTI ecoFLEX Design Edition,9990.0,Diesel,Março,2010,133000,130,https://www.standvirtual.com/carros/anuncio/opel-insignia-sports-tourer-2-0-cdti-ecoflex-design-edition-ID8PzX9z.html
Audi A3 Sportback 1.6 TDI Design,17899.0,Diesel,Dezembro,2017,109000,116,https://www.standvirtual.com/carros/anuncio/audi-a3-sportback-1-6-tdi-design-ID8PzX9y.html
Lancia Delta 1.6 M-Jet Platino Selectronic,13450.0,Diesel,Maio,2010,151320,120,https://www.standvirtual.com/carros/anuncio/lancia-delta-1-6-m-jet-platino-selectronic-ID8Pz15C.html
VW Scirocco 2.0 TDI Blue Motion Technologie Club,22900.0,Diesel,Agosto,2015,130075,150,https://www.standvirtual.com/carros/anuncio/vw-scirocco-2-0-tdi-blue-motion-technologie-club-ID8Pz90a.html
Mercedes-Benz EQA,54900.0,Eléctrico,Abril,2021,33100,228,https://www.standvirtual.com/carros/anuncio/mercedes-benz-eqa-ID8PzE8h.html
VW Type 2,34000.0,Gasolina,Novembro,1954,18000,1,https://www.standvirtual.com/carros/anuncio/vw-type-2-ID8Ppoai.html
Mercedes-Benz C 220 d Aut.,34990.0,Diesel,Setembro,2016,27006,170,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-220-d-aut-ID8PwCge.html
Mercedes-Benz S 560 e Longo,94999.0,Híbrido (Gasolina),Março,2020,24000,476,https://www.standvirtual.com/carros/anuncio/mercedes-benz-s-560-e-longo-ID8Pro8q.html
VW Tiguan Allspace,24999.0,Diesel,Junho,2020,248568,150,https://www.standvirtual.com/carros/anuncio/vw-tiguan-allspace-ID8Ps0Hz.html
Ford Focus SW,14800.0,Diesel,Dezembro,2015,114988,120,https://www.standvirtual.com/carros/anuncio/ford-focus-sw-ID8Pxn00.html
Alfa Romeo Giulia 2.2 D Veloce Q4 AT8,42880.0,Diesel,Janeiro,2019,87498,210,https://www.standvirtual.com/carros/anuncio/alfa-romeo-giulia-2-2-d-veloce-q4-at8-ID8PxRxb.html
Mercedes-Benz C 63 AMG,69950.0,Gasolina,Julho,2016,92327,510,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-63-amg-ID8Pybpi.html
Land Rover Discovery Sport,24999.0,Diesel,Janeiro,2016,181917,150,https://www.standvirtual.com/carros/anuncio/land-rover-discovery-sport-ID8PvO8I.html
Porsche Cayman,33990.0,Gasolina,Outubro,2007,100514,245,https://www.standvirtual.com/carros/anuncio/porsche-cayman-ID8PuSmJ.html
Citroën C3 1.2 PureTech C-Series,15990.0,Gasolina,Outubro,2022,24415,83,https://www.standvirtual.com/carros/anuncio/citron-c3-1-2-puretech-c-series-ID8PzjdG.html
Fiat 500 1.0 Hybrid Dolcevita,18490.0,Gasolina,Abril,2022,46879,70,https://www.standvirtual.com/carros/anuncio/fiat-500-1-0-hybrid-dolcevita-ID8PzjlK.html
BMW 840 d xDrive Pack M,106900.0,Diesel,Julho,2020,23000,340,https://www.standvirtual.com/carros/anuncio/bmw-840-d-xdrive-pack-m-ID8PkEr8.html
Kia XCeed 1.6 GDi PHEV Drive,28490.0,Híbrido (Gasolina),Julho,2021,50728,141,https://www.standvirtual.com/carros/anuncio/kia-xceed-1-6-gdi-phev-drive-ID8PxQLB.html
Alfa Romeo Stelvio 2.2 D Sprint Q4 AT8,49900.0,Diesel,Agosto,2022,19000,190,https://www.standvirtual.com/carros/anuncio/alfa-romeo-stelvio-2-2-d-sprint-q4-at8-ID8PyGDC.html
Peugeot 108 1.0 VTi Active,11200.0,Gasolina,Abril,2016,30969,68,https://www.standvirtual.com/carros/anuncio/peugeot-108-1-0-vti-active-ID8Pzw8e.html
BMW 116 d Advantage,24980.0,Diesel,Maio,2021,29900,116,https://www.standvirtual.com/carros/anuncio/bmw-116-d-advantage-ID8PyjBP.html
Opel Corsa 1.2 Edition,13240.0,Gasolina,Fevereiro,2020,81293,75,https://www.standvirtual.com/carros/anuncio/opel-corsa-1-2-edition-ID8PyxBs.html
SEAT Ateca 1.0 TSI Style,18980.0,Gasolina,Julho,2020,75608,115,https://www.standvirtual.com/carros/anuncio/seat-ateca-1-0-tsi-style-ID8PxAzB.html
Opel Crossland 1.5 D Elegance,23900.0,Diesel,Maio,2022,22000,110,https://www.standvirtual.com/carros/anuncio/opel-crossland-1-5-d-elegance-ID8PwpWy.html
Renault Mégane Sport Tourer 1.5 Blue dCi Limited,18900.0,Diesel,Setembro,2019,105000,115,https://www.standvirtual.com/carros/anuncio/renault-mgane-sport-tourer-1-5-blue-dci-limited-ID8PxqqJ.html
Renault Mégane Sport Tourer 1.5 Blue dCi Zen,17390.0,Diesel,Maio,2019,115000,115,https://www.standvirtual.com/carros/anuncio/renault-mgane-sport-tourer-1-5-blue-dci-zen-ID8PxVOc.html
Fiat 500,13900.0,Gasolina,Outubro,2019,58607,86,https://www.standvirtual.com/carros/anuncio/fiat-500-ID8PyfCa.html
Citroën C3 1.2 PureTech Feel,16900.0,Gasolina,Dezembro,2017,18236,82,https://www.standvirtual.com/carros/anuncio/citron-c3-1-2-puretech-feel-ID8Pz7xV.html
Opel Corsa 1.5 D Business Edition,19499.0,Diesel,Abril,2022,48000,102,https://www.standvirtual.com/carros/anuncio/opel-corsa-1-5-d-business-edition-ID8PzKqK.html
Kia Sorento 2.0 CRDi TX,12500.0,Diesel,Junho,2013,200000,150,https://www.standvirtual.com/carros/anuncio/kia-sorento-2-0-crdi-tx-ID8PxlSa.html
VW Golf 1.6i Highline,2990.0,Gasolina,Agosto,2000,240000,105,https://www.standvirtual.com/carros/anuncio/vw-golf-1-6i-highline-ID8PyvZT.html
