brand,price,fuel,month,year,mileage,power,url
Ford S-Max,19900.0,Diesel,Novembro,2016,157593,150,https://www.standvirtual.com/carros/anuncio/ford-s-max-ID8PncbB.html
Volvo XC 40 2.0 T4 Momentum,29900.0,Gasolina,Março,2019,80800,190,https://www.standvirtual.com/carros/anuncio/volvo-xc-40-2-0-t4-momentum-ID8PzM64.html
Porsche Cayenne E-Hybrid,99900.0,Híbrido (Gasolina),Maio,2021,109500,462,https://www.standvirtual.com/carros/anuncio/porsche-cayenne-e-hybrid-ID8PpgTT.html
BMW 318 d Touring Advantage,19990.0,Diesel,Outubro,2016,136553,150,https://www.standvirtual.com/carros/anuncio/bmw-318-d-touring-advantage-ID8PvAqe.html
Citroën C3 1.2 PureTech C-Series,16250.0,Gasolina,Junho,2022,31404,83,https://www.standvirtual.com/carros/anuncio/citron-c3-1-2-puretech-c-series-ID8Pzkx7.html
VW Passat Variant 1.6 TDI Confortline,17790.0,Diesel,Fevereiro,2017,121065,120,https://www.standvirtual.com/carros/anuncio/vw-passat-variant-1-6-tdi-confortline-ID8PyXkJ.html
Fiat 500C 1.0 Hybrid Lounge,14500.0,Gasolina,Dezembro,2020,59900,70,https://www.standvirtual.com/carros/anuncio/fiat-500c-1-0-hybrid-lounge-ID8Pu69d.html
SEAT Ibiza ST 1.6 TDi Reference DPF,6980.0,Diesel,Dezembro,2010,242986,90,https://www.standvirtual.com/carros/anuncio/seat-ibiza-st-1-6-tdi-reference-dpf-ID8PA3Cv.html
Audi A4 Avant 2.0 TDI Advance S tronic,28490.0,Diesel,Maio,2019,75487,150,https://www.standvirtual.com/carros/anuncio/audi-a4-avant-2-0-tdi-advance-s-tronic-ID8Px1bS.html
Ford Puma 1.0 EcoBoost MHEV Titanium,22750.0,Gasolina,Maio,2022,57575,125,https://www.standvirtual.com/carros/anuncio/ford-puma-1-0-ecoboost-mhev-titanium-ID8Pyxep.html
Peugeot 308 SW 1.6 BlueHDi Style,14990.0,Diesel,Dezembro,2017,92500,100,https://www.standvirtual.com/carros/anuncio/peugeot-308-sw-1-6-bluehdi-style-ID8PniQI.html
Peugeot 208 1.5 BlueHDi Active,12990.0,Diesel,Novembro,2018,125180,102,https://www.standvirtual.com/carros/anuncio/peugeot-208-1-5-bluehdi-active-ID8Ps3oN.html
BMW 520 d Line Luxury Auto,32990.0,Diesel,Novembro,2019,135280,190,https://www.standvirtual.com/carros/anuncio/bmw-520-d-line-luxury-auto-ID8PtaM4.html
Fiat 500 1.2 Lounge,14990.0,Gasolina,Janeiro,2020,13744,69,https://www.standvirtual.com/carros/anuncio/fiat-500-1-2-lounge-ID8Pne8R.html
Opel Insignia Sports Tourer 1.6 CDTi Business Edition,17990.0,Diesel,Fevereiro,2018,77301,110,https://www.standvirtual.com/carros/anuncio/opel-insignia-sports-tourer-1-6-cdti-business-edition-ID8PssS2.html
SEAT Ibiza 1.0 Style,15990.0,Gasolina,Abril,2019,39295,80,https://www.standvirtual.com/carros/anuncio/seat-ibiza-1-0-style-ID8PwJ3l.html
MINI Clubman,12280.0,Diesel,Abril,2014,131220,90,https://www.standvirtual.com/carros/anuncio/mini-clubman-ID8PA3CP.html
Mercedes-Benz C 220 d Station 9G-TRONIC Avantgarde,31990.0,Diesel,Abril,2019,81041,194,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-220-d-station-9g-tronic-avantgarde-ID8PuLqL.html
Mercedes-Benz A 180 Limousine d Progressive Aut.,27990.0,Diesel,Outubro,2019,115177,116,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-limousine-d-progressive-aut-ID8Pw5qz.html
BMW X1 16 d sDrive Auto,34500.0,Diesel,Abril,2021,89000,116,https://www.standvirtual.com/carros/anuncio/bmw-x1-16-d-sdrive-auto-ID8PpEuP.html
Dacia Sandero 1.0 ECO-G Stepway Extreme + Bi-Fuel,19900.0,Gasolina,Maio,2022,11800,101,https://www.standvirtual.com/carros/anuncio/dacia-sandero-1-0-eco-g-stepway-extreme-bi-fuel-ID8PzZo2.html
Mercedes-Benz CLA 200 d Shooting Brake Aut.,22500.0,Diesel,Agosto,2016,133000,136,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-200-d-shooting-brake-aut-ID8PyBBc.html
SEAT Arona 1.6 TDI Style,17480.0,Diesel,Novembro,2018,108000,95,https://www.standvirtual.com/carros/anuncio/seat-arona-1-6-tdi-style-ID8PsblO.html
Peugeot 308 1.5 BlueHDi Style,16990.0,Diesel,Maio,2019,137980,102,https://www.standvirtual.com/carros/anuncio/peugeot-308-1-5-bluehdi-style-ID8PucOc.html
Citroën C4 Cactus 1.5 BlueHDi Feel Business,15990.0,Diesel,Fevereiro,2019,120593,102,https://www.standvirtual.com/carros/anuncio/citron-c4-cactus-1-5-bluehdi-feel-business-ID8PwCxS.html
VW Tiguan 1.5 TSI Life,31800.0,Gasolina,Setembro,2022,20000,130,https://www.standvirtual.com/carros/anuncio/vw-tiguan-1-5-tsi-life-ID8Pz6kY.html
BMW 418 Gran Coupé d Pack M Auto,27750.0,Diesel,Novembro,2018,103000,150,https://www.standvirtual.com/carros/anuncio/bmw-418-gran-coup-d-pack-m-auto-ID8PzJKv.html
BMW 335 d Touring xDrive Pack M,28750.0,Diesel,Março,2015,163000,313,https://www.standvirtual.com/carros/anuncio/bmw-335-d-touring-xdrive-pack-m-ID8PojNB.html
BMW i3 120Ah,28950.0,Eléctrico,Abril,2020,94000,170,https://www.standvirtual.com/carros/anuncio/bmw-i3-120ah-ID8PlDyD.html
Austin A35,11750.0,Gasolina,Abril,1959,26500,34,https://www.standvirtual.com/carros/anuncio/austin-a35-ID8LTyK1.html
Renault Zoe Limited 40,14900.0,Eléctrico,Setembro,2019,52000,109,https://www.standvirtual.com/carros/anuncio/renault-zoe-limited-40-ID8Py7Dq.html
Peugeot 3008 1.5 BlueHDi Style,20890.0,Diesel,Maio,2018,105000,130,https://www.standvirtual.com/carros/anuncio/peugeot-3008-1-5-bluehdi-style-ID8PzALU.html
Opel Insignia Sports Tourer 1.6 CDTi Business Edition Auto,16490.0,Diesel,Outubro,2019,161802,136,https://www.standvirtual.com/carros/anuncio/opel-insignia-sports-tourer-1-6-cdti-business-edition-auto-ID8PzZo8.html
Mercedes-Benz E 220 d Avantgarde,52900.0,Diesel,Maio,2021,22200,194,https://www.standvirtual.com/carros/anuncio/mercedes-benz-e-220-d-avantgarde-ID8PqLEI.html
Ford Fiesta 1.0 EcoBoost ST-Line,19250.0,Gasolina,Outubro,2022,29000,100,https://www.standvirtual.com/carros/anuncio/ford-fiesta-1-0-ecoboost-st-line-ID8Pz86i.html
Renault Clio 1.0 TCe RS Line,18450.0,Gasolina,Junho,2021,64433,90,https://www.standvirtual.com/carros/anuncio/renault-clio-1-0-tce-rs-line-ID8PwOrW.html
Peugeot 308 SW 1.5 BlueHDi GT Line EAT8,19990.0,Diesel,Janeiro,2021,180000,130,https://www.standvirtual.com/carros/anuncio/peugeot-308-sw-1-5-bluehdi-gt-line-eat8-ID8PzMaQ.html
Toyota Yaris 1.0 VVT-i AC,6990.0,Gasolina,Novembro,2009,133000,69,https://www.standvirtual.com/carros/anuncio/toyota-yaris-1-0-vvt-i-ac-ID8PvMiK.html
Opel Astra Sports Tourer 1.6 CDTi Executive S/S,10950.0,Diesel,Julho,2015,137000,110,https://www.standvirtual.com/carros/anuncio/opel-astra-sports-tourer-1-6-cdti-executive-s-s-ID8PzxLv.html
MINI Clubman Cooper D Untold Edition,20650.0,Diesel,Janeiro,2019,98041,150,https://www.standvirtual.com/carros/anuncio/mini-clubman-cooper-d-untold-edition-ID8PwKxa.html
Morris Minor,11900.0,Gasolina,Abril,1952,39000,30,https://www.standvirtual.com/carros/anuncio/morris-minor-ID8OrhXa.html
Peugeot 3008 1.5 BlueHDi Active,20599.0,Diesel,Setembro,2018,108021,130,https://www.standvirtual.com/carros/anuncio/peugeot-3008-1-5-bluehdi-active-ID8Pz2yG.html
Peugeot 5008 1.5 BlueHDi GT Line EAT8,28999.0,Diesel,Janeiro,2020,79000,130,https://www.standvirtual.com/carros/anuncio/peugeot-5008-1-5-bluehdi-gt-line-eat8-ID8PzWCO.html
BMW 520 d xDrive Pack M Auto,37900.0,Diesel,Junho,2018,101000,190,https://www.standvirtual.com/carros/anuncio/bmw-520-d-xdrive-pack-m-auto-ID8PzUIR.html
MINI Cabrio Cooper,10900.0,Gasolina,Abril,2009,191085,120,https://www.standvirtual.com/carros/anuncio/mini-cabrio-cooper-ID8PzUIz.html
Citroën C4 Cactus 1.2 PureTech Shine,12999.0,Gasolina,Março,2016,79278,82,https://www.standvirtual.com/carros/anuncio/citron-c4-cactus-1-2-puretech-shine-ID8PA3CY.html
SEAT Ibiza SC 1.6 TDi,8999.0,Diesel,Junho,2012,157093,90,https://www.standvirtual.com/carros/anuncio/seat-ibiza-sc-1-6-tdi-ID8PA3CX.html
Renault Clio 1.0 TCe Limited,14800.0,Gasolina,Junho,2021,50000,90,https://www.standvirtual.com/carros/anuncio/renault-clio-1-0-tce-limited-ID8Py4Co.html
Renault Clio 1.0 TCe Intens,14900.0,Gasolina,Maio,2021,40000,90,https://www.standvirtual.com/carros/anuncio/renault-clio-1-0-tce-intens-ID8PzxJr.html
Hyundai i20,14900.0,Diesel,Junho,2018,60000,75,https://www.standvirtual.com/carros/anuncio/hyundai-i20-ID8Pkn8K.html
VW Polo 1.0 Confortline,16350.0,Gasolina,Março,2020,14000,80,https://www.standvirtual.com/carros/anuncio/vw-polo-1-0-confortline-ID8PndKX.html
Jeep Renegade 1.0 T Limited,22750.0,Gasolina,Fevereiro,2022,60000,120,https://www.standvirtual.com/carros/anuncio/jeep-renegade-1-0-t-limited-ID8Pxzkn.html
Opel Mokka 1.2 T GS Line,25500.0,Gasolina,Agosto,2022,8000,100,https://www.standvirtual.com/carros/anuncio/opel-mokka-1-2-t-gs-line-ID8PqymD.html
Fiat Panda 1.0 Hybrid City Cross,12990.0,Gasolina,Novembro,2021,29000,70,https://www.standvirtual.com/carros/anuncio/fiat-panda-1-0-hybrid-city-cross-ID8PwhA5.html
Nissan Juke 1.0 DIG-T N-Design C.Two Tone B.,19850.0,Gasolina,Junho,2021,59000,114,https://www.standvirtual.com/carros/anuncio/nissan-juke-1-0-dig-t-n-design-c-two-tone-b-ID8Pr2WQ.html
Peugeot 3008 1.5 BlueHDi Active Pack,29950.0,Diesel,Agosto,2022,25000,130,https://www.standvirtual.com/carros/anuncio/peugeot-3008-1-5-bluehdi-active-pack-ID8Pwfc9.html
Peugeot 2008 1.5 BlueHDi Allure Pack EAT8,27900.0,Diesel,Julho,2022,30000,130,https://www.standvirtual.com/carros/anuncio/peugeot-2008-1-5-bluehdi-allure-pack-eat8-ID8Pz6Ne.html
Porsche Panamera 4 E-Hybrid,90000.0,Híbrido (Gasolina),Agosto,2018,35000,462,https://www.standvirtual.com/carros/anuncio/porsche-panamera-4-e-hybrid-ID8Pse98.html
Peugeot 208 1.2 PureTech Active Pack,16650.0,Gasolina,Junho,2022,30000,75,https://www.standvirtual.com/carros/anuncio/peugeot-208-1-2-puretech-active-pack-ID8PzEIm.html
Ford Fiesta 1.0 EcoBoost Connected,14900.0,Gasolina,Abril,2021,50000,95,https://www.standvirtual.com/carros/anuncio/ford-fiesta-1-0-ecoboost-connected-ID8Pz4F2.html
Fiat Tipo 1.3 M-Jet Lounge J17,14450.0,Diesel,Junho,2019,92000,95,https://www.standvirtual.com/carros/anuncio/fiat-tipo-1-3-m-jet-lounge-j17-ID8PvIkS.html
BMW 318,16500.0,Diesel,Setembro,2017,155000,136,https://www.standvirtual.com/carros/anuncio/bmw-318-ID8Pyk4k.html
MINI One D,9250.0,Diesel,Dezembro,2012,158000,90,https://www.standvirtual.com/carros/anuncio/mini-one-d-ID8PzJLj.html
Mercedes-Benz E 220 d AMG Line Aut.,64990.0,Diesel,Setembro,2021,40032,194,https://www.standvirtual.com/carros/anuncio/mercedes-benz-e-220-d-amg-line-aut-ID8PpI41.html
SEAT Alhambra 2.0 TDi Xcellence DSG,26490.0,Diesel,Abril,2018,123718,150,https://www.standvirtual.com/carros/anuncio/seat-alhambra-2-0-tdi-xcellence-dsg-ID8PzYee.html
Peugeot 508 SW 1.5 BlueHDi GT Line EAT8,26500.0,Diesel,Novembro,2019,104000,130,https://www.standvirtual.com/carros/anuncio/peugeot-508-sw-1-5-bluehdi-gt-line-eat8-ID8Pvx43.html
VW T-Cross 1.0 TSI Life,22400.0,Gasolina,Fevereiro,2023,2300,95,https://www.standvirtual.com/carros/anuncio/vw-t-cross-1-0-tsi-life-ID8PwXKP.html
Renault Mégane Sport Tourer 1.5 dCi Dynamique,9900.0,Diesel,Outubro,2011,208569,90,https://www.standvirtual.com/carros/anuncio/renault-mgane-sport-tourer-1-5-dci-dynamique-ID8PwsJN.html
Land Rover Range Rover Evoque Cabrio 2.0 TD4 HSE Dynamic,45900.0,Diesel,Abril,2017,45000,150,https://www.standvirtual.com/carros/anuncio/land-rover-range-rover-evoque-cabrio-2-0-td4-hse-dynamic-ID8PzeXs.html
Peugeot 208 1.2 PureTech Signature,12500.0,Gasolina,Outubro,2018,83391,82,https://www.standvirtual.com/carros/anuncio/peugeot-208-1-2-puretech-signature-ID8Pzepf.html
Ford Focus SW 1.5 TDCi Titanium,15750.0,Diesel,Junho,2018,105608,120,https://www.standvirtual.com/carros/anuncio/ford-focus-sw-1-5-tdci-titanium-ID8Pv9Oc.html
Fiat 500 1.0 Hybrid Dolcevita,14350.0,Gasolina,Junho,2021,67570,70,https://www.standvirtual.com/carros/anuncio/fiat-500-1-0-hybrid-dolcevita-ID8PyUhV.html
Peugeot 5008 1.2 PureTech Allure,23500.0,Gasolina,Fevereiro,2019,101794,130,https://www.standvirtual.com/carros/anuncio/peugeot-5008-1-2-puretech-allure-ID8Pzeps.html
Peugeot 2008 1.2 PureTech Signature,15900.0,Gasolina,Julho,2019,72000,83,https://www.standvirtual.com/carros/anuncio/peugeot-2008-1-2-puretech-signature-ID8PzjWa.html
Ford Ranger 2.0 TDCi CD Raptor 4WD,79900.0,Diesel,Outubro,2023,1900,213,https://www.standvirtual.com/carros/anuncio/ford-ranger-2-0-tdci-cd-raptor-4wd-ID8PA3D3.html
Ford Ranger 3.2 TDCi CD Wildtrak 4WD Aut.,39950.0,Diesel,Novembro,2018,76791,200,https://www.standvirtual.com/carros/anuncio/ford-ranger-3-2-tdci-cd-wildtrak-4wd-aut-ID8PA3D0.html
Renault Clio 1.5 dCi Luxe Dynamique,3800.0,Diesel,Junho,2004,230000,80,https://www.standvirtual.com/carros/anuncio/renault-clio-1-5-dci-luxe-dynamique-ID8PA3zN.html
Peugeot 2008 1.6 e-HDi Allure 2-Tronic,11900.0,Diesel,Novembro,2014,160000,92,https://www.standvirtual.com/carros/anuncio/peugeot-2008-1-6-e-hdi-allure-2-tronic-ID8Pxpd4.html
Hyundai Ioniq Elektro Premium,23750.0,Eléctrico,Setembro,2020,25000,136,https://www.standvirtual.com/carros/anuncio/hyundai-ioniq-elektro-premium-ID8PzrFZ.html
Citroën C4 Cactus 1.6 BlueHDi Shine,12975.0,Diesel,Janeiro,2016,148000,100,https://www.standvirtual.com/carros/anuncio/citron-c4-cactus-1-6-bluehdi-shine-ID8PxSy0.html
Mercedes-Benz C 220 BlueTEC AMG Line Aut.,26990.0,Diesel,Fevereiro,2017,172370,170,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-220-bluetec-amg-line-aut-ID8PzWEf.html
BMW 420,30800.0,Diesel,Janeiro,2015,165000,190,https://www.standvirtual.com/carros/anuncio/bmw-420-ID8PzLSq.html
Alfa Romeo MiTo 0.9 T TwinAir,12900.0,Gasolina,Maio,2018,42000,105,https://www.standvirtual.com/carros/anuncio/alfa-romeo-mito-0-9-t-twinair-ID8Pvpww.html
SEAT Leon ST 1.6 TDI Style S/S,19900.0,Diesel,Outubro,2020,110000,115,https://www.standvirtual.com/carros/anuncio/seat-leon-st-1-6-tdi-style-s-s-ID8Pyr8E.html
Renault Clio 0.9 TCE Confort,12900.0,Gasolina,Outubro,2017,14540,90,https://www.standvirtual.com/carros/anuncio/renault-clio-0-9-tce-confort-ID8PxCkD.html
Nissan Qashqai 1.5 dCi Business Edition,19995.0,Diesel,Dezembro,2018,80000,115,https://www.standvirtual.com/carros/anuncio/nissan-qashqai-1-5-dci-business-edition-ID8PzrEC.html
Renault Mégane Sport Tourer 1.3 TCe Limited,16980.0,Gasolina,Maio,2019,84693,140,https://www.standvirtual.com/carros/anuncio/renault-mgane-sport-tourer-1-3-tce-limited-ID8PzUJ8.html
Renault Mégane 1.5 dCi GT Line,18900.0,Diesel,Outubro,2017,92000,110,https://www.standvirtual.com/carros/anuncio/renault-mgane-1-5-dci-gt-line-ID8PyqW4.html
Peugeot 3008 1.2 PureTech Active Pack,28450.0,Gasolina,Agosto,2022,28000,130,https://www.standvirtual.com/carros/anuncio/peugeot-3008-1-2-puretech-active-pack-ID8Pyx5a.html
Renault Zoe Intens 50,24000.0,Eléctrico,Novembro,2020,29700,109,https://www.standvirtual.com/carros/anuncio/renault-zoe-intens-50-ID8PA3D1.html
Mitsubishi L200 2.3 DI-D CD Invite 4WD,41000.0,Diesel,Outubro,2021,16000,150,https://www.standvirtual.com/carros/anuncio/mitsubishi-l200-2-3-di-d-cd-invite-4wd-ID8PzcOY.html
Citroën C4 Grand Picasso,17490.0,Diesel,Julho,2017,141000,120,https://www.standvirtual.com/carros/anuncio/citron-c4-grand-picasso-ID8PzuPz.html
Renault Clio Sport Tourer 1.5 dCi,11990.0,Diesel,Outubro,2016,147000,90,https://www.standvirtual.com/carros/anuncio/renault-clio-sport-tourer-1-5-dci-ID8PzhNL.html
MINI Countryman One D,23800.0,Diesel,Setembro,2019,36186,116,https://www.standvirtual.com/carros/anuncio/mini-countryman-one-d-ID8PtgL6.html
Ford Puma 1.0 EcoBoost MHEV ST-Line Design,26990.0,Gasolina,Agosto,2023,100,125,https://www.standvirtual.com/carros/anuncio/ford-puma-1-0-ecoboost-mhev-st-line-design-ID8PxDma.html
Mercedes-Benz CLA 180 d Progressive Aut.,37900.0,Diesel,Agosto,2022,38000,116,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-180-d-progressive-aut-ID8PzRRi.html
Porsche Panamera 4 E-Hybrid,89990.0,Híbrido (Gasolina),Julho,2018,59550,462,https://www.standvirtual.com/carros/anuncio/porsche-panamera-4-e-hybrid-ID8Psumr.html
SEAT Leon 2.0 TSI S&S Cupra 290,30990.0,Gasolina,Outubro,2017,166255,290,https://www.standvirtual.com/carros/anuncio/seat-leon-2-0-tsi-s-s-cupra-290-ID8PxspE.html
MINI Cooper D,14990.0,Diesel,Maio,2015,135090,116,https://www.standvirtual.com/carros/anuncio/mini-cooper-d-ID8Pb1SL.html
Mercedes-Benz A 180 d AMG Line Aut.,23500.0,Diesel,Março,2017,112000,109,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-d-amg-line-aut-ID8PzeR0.html
Ferrari California,149950.0,Gasolina,Novembro,2013,87250,460,https://www.standvirtual.com/carros/anuncio/ferrari-california-ID8PwPag.html
Peugeot 2008 1.2 PureTech Active Pack,21950.0,Gasolina,Abril,2021,22077,102,https://www.standvirtual.com/carros/anuncio/peugeot-2008-1-2-puretech-active-pack-ID8PzRR0.html
Dacia Sandero,9000.0,GPL,Junho,2018,91560,90,https://www.standvirtual.com/carros/anuncio/dacia-sandero-ID8PzOF9.html
Mercedes-Benz SL 43 AMG,146500.0,Gasolina,Outubro,2022,2940,381,https://www.standvirtual.com/carros/anuncio/mercedes-benz-sl-43-amg-ID8PyJwH.html
Mercedes-Benz CLA 200 d Shooting Brake AMG Line Aut.,26980.0,Diesel,Agosto,2016,97000,136,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-200-d-shooting-brake-amg-line-aut-ID8PuydR.html
Peugeot 308 SW,13490.0,Diesel,Dezembro,2015,129000,120,https://www.standvirtual.com/carros/anuncio/peugeot-308-sw-ID8PzeG7.html
Peugeot 308 SW,14990.0,Diesel,Março,2017,124000,120,https://www.standvirtual.com/carros/anuncio/peugeot-308-sw-ID8PzenW.html
Mercedes-Benz E 220 d Avantgarde,33500.0,Diesel,Dezembro,2017,86000,194,https://www.standvirtual.com/carros/anuncio/mercedes-benz-e-220-d-avantgarde-ID8Ps3ah.html
BMW X5 25 d sDrive Comfort 7L,46900.0,Diesel,Janeiro,2018,82000,231,https://www.standvirtual.com/carros/anuncio/bmw-x5-25-d-sdrive-comfort-7l-ID8PqAjp.html
Peugeot 5008 1.5 BlueHDi GT Line EAT8,28750.0,Diesel,Março,2019,89000,130,https://www.standvirtual.com/carros/anuncio/peugeot-5008-1-5-bluehdi-gt-line-eat8-ID8PzrFh.html
Peugeot 108 1.0 VTI S&S Active,12250.0,Gasolina,Maio,2021,68000,69,https://www.standvirtual.com/carros/anuncio/peugeot-108-1-0-vti-s-s-active-ID8Px6pr.html
Kia e-Niro Vision,22950.0,Eléctrico,Julho,2019,70151,136,https://www.standvirtual.com/carros/anuncio/kia-e-niro-vision-ID8PzMeE.html
Hyundai Kauai 1.6 CRDi Premium Pack Plus,21950.0,Diesel,Maio,2021,60000,136,https://www.standvirtual.com/carros/anuncio/hyundai-kauai-1-6-crdi-premium-pack-plus-ID8PyiKy.html
SEAT Ibiza 1.6 TDI Style,15950.0,Diesel,Dezembro,2020,60000,95,https://www.standvirtual.com/carros/anuncio/seat-ibiza-1-6-tdi-style-ID8PzAs8.html
Renault Mégane Sport Tourer BLUE dCi 115 INTENS,20000.0,Diesel,Outubro,2021,127000,115,https://www.standvirtual.com/carros/anuncio/renault-mgane-sport-tourer-blue-dci-115-intens-ID8PzJVW.html
Ford Focus 1.0 EcoBoost MHEV ST-Line Aut.,26990.0,Gasolina,Abril,2022,24500,125,https://www.standvirtual.com/carros/anuncio/ford-focus-1-0-ecoboost-mhev-st-line-aut-ID8PoU7I.html
BMW X3 20 d xDrive Pack M,49500.0,Diesel,Abril,2019,60353,190,https://www.standvirtual.com/carros/anuncio/bmw-x3-20-d-xdrive-pack-m-ID8PxIgV.html
Citroën C3 1.2 PureTech Feel EAT6,16400.0,Gasolina,Setembro,2019,50000,110,https://www.standvirtual.com/carros/anuncio/citron-c3-1-2-puretech-feel-eat6-ID8PzALy.html
Smart ForFour 0.9 Passion 90 Aut.,12990.0,Gasolina,Setembro,2016,54000,90,https://www.standvirtual.com/carros/anuncio/smart-forfour-0-9-passion-90-aut-ID8PzAJl.html
Peugeot 208 1.2 PureTech GT Line EAT8,19800.0,Gasolina,Outubro,2020,79700,101,https://www.standvirtual.com/carros/anuncio/peugeot-208-1-2-puretech-gt-line-eat8-ID8PzAjW.html
Citroën C4 1.6 HDi 110 Business CMP6,6750.0,Diesel,Novembro,2008,229476,110,https://www.standvirtual.com/carros/anuncio/citron-c4-1-6-hdi-110-business-cmp6-ID8PsfZh.html
SEAT Leon 2.0 TDI FR S/S,16990.0,Diesel,Outubro,2013,204183,150,https://www.standvirtual.com/carros/anuncio/seat-leon-2-0-tdi-fr-s-s-ID8PsfZc.html
Peugeot 308 SW 1.6 BlueHDi Active,10900.0,Diesel,Abril,2016,179546,120,https://www.standvirtual.com/carros/anuncio/peugeot-308-sw-1-6-bluehdi-active-ID8Py0II.html
Mercedes-Benz CLA 200 CDi AMG Line Aut.,24000.0,Diesel,Fevereiro,2015,134730,136,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-200-cdi-amg-line-aut-ID8Pv2MN.html
Renault Clio 1.0 TCe Limited,11750.0,Gasolina,Fevereiro,2016,89254,90,https://www.standvirtual.com/carros/anuncio/renault-clio-1-0-tce-limited-ID8Pz0kC.html
Renault Kangoo 1.5 dCi Maxi Business S/S,14490.0,Diesel,Dezembro,2016,210126,90,https://www.standvirtual.com/carros/anuncio/renault-kangoo-1-5-dci-maxi-business-s-s-ID8Px5CO.html
Audi Q4 Sportback e-tron 40 82 kWH,65000.0,Eléctrico,Fevereiro,2023,1000,204,https://www.standvirtual.com/carros/anuncio/audi-q4-sportback-e-tron-40-82-kwh-ID8Pv66o.html
Audi Q4 Sportback e-tron 35 55 kWH,58500.0,Eléctrico,Junho,2023,6,170,https://www.standvirtual.com/carros/anuncio/audi-q4-sportback-e-tron-35-55-kwh-ID8PwpSr.html
Porsche Cayenne E-Hybrid,86900.0,Híbrido (Gasolina),Outubro,2019,61000,462,https://www.standvirtual.com/carros/anuncio/porsche-cayenne-e-hybrid-ID8Pz06c.html
Polestar 2 Long Range,45500.0,Eléctrico,Abril,2022,9962,231,https://www.standvirtual.com/carros/anuncio/polestar-2-long-range-ID8PpihT.html
Polestar 2 Standard Range,45000.0,Eléctrico,Junho,2022,1000,231,https://www.standvirtual.com/carros/anuncio/polestar-2-standard-range-ID8PnPV8.html
Peugeot 3008 1.5 BlueHDi Active,24800.0,Diesel,Abril,2019,60142,130,https://www.standvirtual.com/carros/anuncio/peugeot-3008-1-5-bluehdi-active-ID8PvSKh.html
Renault Kadjar,17990.0,Diesel,Outubro,2015,108000,110,https://www.standvirtual.com/carros/anuncio/renault-kadjar-ID8Pys8X.html
Opel Mokka-e Elegance,33500.0,Eléctrico,Agosto,2022,1000,136,https://www.standvirtual.com/carros/anuncio/opel-mokka-e-elegance-ID8PqAGJ.html
Citroën C4 Cactus,14500.0,Diesel,Janeiro,2018,132965,100,https://www.standvirtual.com/carros/anuncio/citron-c4-cactus-ID8PzxHG.html
Opel Corsa-e Edition,26900.0,Eléctrico,Dezembro,2022,1000,136,https://www.standvirtual.com/carros/anuncio/opel-corsa-e-edition-ID8PuB0K.html
Ford Focus 1.5 TDCi Titanium,10990.0,Diesel,Abril,2015,250000,120,https://www.standvirtual.com/carros/anuncio/ford-focus-1-5-tdci-titanium-ID8PzJKd.html
Citroën C3 1.2 PureTech Feel,12990.0,Gasolina,Março,2018,67000,82,https://www.standvirtual.com/carros/anuncio/citron-c3-1-2-puretech-feel-ID8Pys8S.html
Opel Corsa 1.2 Edition,18200.0,Gasolina,Fevereiro,2023,1000,75,https://www.standvirtual.com/carros/anuncio/opel-corsa-1-2-edition-ID8PrkKA.html
Renault Kangoo 1.5 dCi Maxi Business S/S,14490.0,Diesel,Dezembro,2016,200447,90,https://www.standvirtual.com/carros/anuncio/renault-kangoo-1-5-dci-maxi-business-s-s-ID8Px5Cw.html
Porsche 992 Targa 4 PDK,209000.0,Gasolina,Dezembro,2022,8940,385,https://www.standvirtual.com/carros/anuncio/porsche-992-targa-4-pdk-ID8PuNS5.html
Citroën C4 Cactus 1.6 e-HDi Feel ETG6,12990.0,Diesel,Junho,2015,144000,92,https://www.standvirtual.com/carros/anuncio/citron-c4-cactus-1-6-e-hdi-feel-etg6-ID8Pys8O.html
Citroën C4 Cactus,13990.0,Diesel,Dezembro,2015,97000,100,https://www.standvirtual.com/carros/anuncio/citron-c4-cactus-ID8PxVbM.html
Nissan Qashqai 1.3 DIG-T N-Connecta,31400.0,Gasolina,Novembro,2022,1000,140,https://www.standvirtual.com/carros/anuncio/nissan-qashqai-1-3-dig-t-n-connecta-ID8Pz157.html
Opel Grandland 1.2 T GS Line,25900.0,Gasolina,Junho,2022,36000,130,https://www.standvirtual.com/carros/anuncio/opel-grandland-1-2-t-gs-line-ID8Pyxl9.html
Citroën C4 Cactus,13490.0,Diesel,Julho,2015,111000,100,https://www.standvirtual.com/carros/anuncio/citron-c4-cactus-ID8PzxHy.html
Nissan Juke 1.0 DIG-T Acenta,24300.0,Gasolina,Fevereiro,2023,1000,114,https://www.standvirtual.com/carros/anuncio/nissan-juke-1-0-dig-t-acenta-ID8Psfzh.html
