brand,price,fuel,month,year,mileage,power,url
MINI Cooper 4Business Plus Auto,27490.0,Gasolina,Janeiro,2023,5800,136,https://www.standvirtual.com/carros/anuncio/mini-cooper-4business-plus-auto-ID8Pt3P0.html
Dacia Spring,15900.0,Eléctrico,Dezembro,2020,19350,45,https://www.standvirtual.com/carros/anuncio/dacia-spring-ID8Py9Li.html
Audi A1 2.0 TDi S-line,17490.0,Diesel,Fevereiro,2013,94000,143,https://www.standvirtual.com/carros/anuncio/audi-a1-2-0-tdi-s-line-ID8Pvbin.html
Mercedes-Benz A 180 CDI (BlueEFFICIENCY) AMG Sport,16250.0,Diesel,Junho,2013,160000,109,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-cdi-blueefficiency-amg-sport-ID8PzNJ7.html
Volvo XC 40 2.0 D3 Momentum,23990.0,Diesel,Julho,2018,186106,150,https://www.standvirtual.com/carros/anuncio/volvo-xc-40-2-0-d3-momentum-ID8PqSN7.html
Audi A4 Avant 2.0 TDI S tronic,22490.0,Diesel,Janeiro,2019,208866,150,https://www.standvirtual.com/carros/anuncio/audi-a4-avant-2-0-tdi-s-tronic-ID8PolR9.html
Peugeot 308 SW 1.6 BlueHDi Access,12490.0,Diesel,Abril,2018,156675,100,https://www.standvirtual.com/carros/anuncio/peugeot-308-sw-1-6-bluehdi-access-ID8Pn47n.html
VW Golf Variant 1.6 TDi Confortline,13190.0,Diesel,Junho,2018,225925,115,https://www.standvirtual.com/carros/anuncio/vw-golf-variant-1-6-tdi-confortline-ID8PmgC5.html
Land Rover Range Rover Evoque 2.2 DW12C Prestige,26500.0,Diesel,Janeiro,2014,179500,152,https://www.standvirtual.com/carros/anuncio/land-rover-range-rover-evoque-2-2-dw12c-prestige-ID8Pz1bZ.html
BMW 123 d DPF Edition Sport,17900.0,Diesel,Janeiro,2012,197500,204,https://www.standvirtual.com/carros/anuncio/bmw-123-d-dpf-edition-sport-ID8Pz1bP.html
Audi A1 1.6 TDI S-line,12900.0,Diesel,Janeiro,2012,152500,105,https://www.standvirtual.com/carros/anuncio/audi-a1-1-6-tdi-s-line-ID8PyzI3.html
Fisker Karma,33500.0,Híbrido (Gasolina),Dezembro,2013,170000,406,https://www.standvirtual.com/carros/anuncio/fisker-karma-ID8PyGAp.html
Renault Mégane 1.5 dCi Intens,16200.0,Diesel,Abril,2018,188714,110,https://www.standvirtual.com/carros/anuncio/renault-mgane-1-5-dci-intens-ID8PyycT.html
Mitsubishi Outlander 2.4 PHEV Instyle,31995.0,Híbrido (Gasolina),Agosto,2020,31500,224,https://www.standvirtual.com/carros/anuncio/mitsubishi-outlander-2-4-phev-instyle-ID8PzJrw.html
Opel Insignia Sports Tourer 1.6 CDTi Executive S/S,14900.0,Diesel,Fevereiro,2017,126000,136,https://www.standvirtual.com/carros/anuncio/opel-insignia-sports-tourer-1-6-cdti-executive-s-s-ID8PyDE0.html
BMW 316 d Touring,11490.0,Diesel,Março,2011,219000,115,https://www.standvirtual.com/carros/anuncio/bmw-316-d-touring-ID8PyiNu.html
VW Polo 1.0 TSI Confortline,15980.0,Gasolina,Fevereiro,2020,48000,95,https://www.standvirtual.com/carros/anuncio/vw-polo-1-0-tsi-confortline-ID8Pz13O.html
Audi A3 Limousine 1.6 TDI Sport S tronic,23450.0,Diesel,Dezembro,2017,84000,116,https://www.standvirtual.com/carros/anuncio/audi-a3-limousine-1-6-tdi-sport-s-tronic-ID8PydL1.html
BMW 1602,19500.0,Gasolina,Abril,1972,65000,85,https://www.standvirtual.com/carros/anuncio/bmw-1602-ID8PA3M0.html
Opel Astra 1.3 CDTi Enjoy,6500.0,Diesel,Outubro,2010,225000,90,https://www.standvirtual.com/carros/anuncio/opel-astra-1-3-cdti-enjoy-ID8Px1dd.html
SEAT Leon ST 2.0 TSI Cupra DSG S/S,29450.0,Gasolina,Outubro,2016,155000,290,https://www.standvirtual.com/carros/anuncio/seat-leon-st-2-0-tsi-cupra-dsg-s-s-ID8PuNpZ.html
SEAT Leon SC 2.0 TSI S&S DSG Cupra 280,25900.0,Gasolina,Outubro,2015,153000,280,https://www.standvirtual.com/carros/anuncio/seat-leon-sc-2-0-tsi-s-s-dsg-cupra-280-ID8PrrMH.html
Smart ForTwo Coupé 1.0 T Pulse 84 Softouch,7499.0,Gasolina,Maio,2013,159000,84,https://www.standvirtual.com/carros/anuncio/smart-fortwo-coup-1-0-t-pulse-84-softouch-ID8Pv4QU.html
Ford Mustang Mach-E Alargada,45900.0,Eléctrico,Dezembro,2020,23808,294,https://www.standvirtual.com/carros/anuncio/ford-mustang-mach-e-alargada-ID8PrceD.html
Renault Zoe Life,9900.0,Eléctrico,Junho,2014,53000,88,https://www.standvirtual.com/carros/anuncio/renault-zoe-life-ID8PzLcO.html
Renault Grand Scénic BLUE dCi 120 EDC LIMITED,23900.0,Diesel,Setembro,2019,113000,120,https://www.standvirtual.com/carros/anuncio/renault-grand-scnic-blue-dci-120-edc-limited-ID8PvPQU.html
VW Golf 2.0 TSi R DSG,33900.0,Gasolina,Junho,2014,148000,300,https://www.standvirtual.com/carros/anuncio/vw-golf-2-0-tsi-r-dsg-ID8PuvxJ.html
Peugeot 208 1.6 BlueHDi Allure,12800.0,Diesel,Maio,2018,117000,100,https://www.standvirtual.com/carros/anuncio/peugeot-208-1-6-bluehdi-allure-ID8PyQ0F.html
BMW 116 d Aut. Sport Line,19490.0,Diesel,Maio,2019,170000,116,https://www.standvirtual.com/carros/anuncio/bmw-116-d-aut-sport-line-ID8Psblc.html
MINI Cooper S,8490.0,Gasolina,Outubro,2007,195000,170,https://www.standvirtual.com/carros/anuncio/mini-cooper-s-ID8PuDkT.html
Mercedes-Benz A 45 AMG 4Matic Speedshift 7G-DCT,39900.0,Gasolina,Setembro,2016,99780,381,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-45-amg-4matic-speedshift-7g-dct-ID8PyBb2.html
Renault Clio 1.0 SCe Zen,13990.0,Gasolina,Abril,2021,32000,67,https://www.standvirtual.com/carros/anuncio/renault-clio-1-0-sce-zen-ID8Pv48q.html
Mercedes-Benz A 200 CDi BE AMG Sport Aut.,20499.0,Diesel,Outubro,2013,172000,136,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-200-cdi-be-amg-sport-aut-ID8Po7dR.html
Renault Kadjar BLUE dCi 115 LIMITED,23350.0,Diesel,Fevereiro,2021,46777,115,https://www.standvirtual.com/carros/anuncio/renault-kadjar-blue-dci-115-limited-ID8PsbTn.html
Audi A6 Avant 40 TDI Sport S tronic,56990.0,Diesel,Março,2019,111000,204,https://www.standvirtual.com/carros/anuncio/audi-a6-avant-40-tdi-sport-s-tronic-ID8Pua84.html
Audi A3 Sportback 1.6 TDI S-line,18900.0,Diesel,Setembro,2015,123500,110,https://www.standvirtual.com/carros/anuncio/audi-a3-sportback-1-6-tdi-s-line-ID8PzK7X.html
Peugeot 308 1.6 BlueHDi Allure,15900.0,Diesel,Dezembro,2018,152300,120,https://www.standvirtual.com/carros/anuncio/peugeot-308-1-6-bluehdi-allure-ID8PzPTV.html
Ford Focus 1.5 TDCi EcoBlue Titanium Aut.,21900.0,Diesel,Outubro,2019,73870,120,https://www.standvirtual.com/carros/anuncio/ford-focus-1-5-tdci-ecoblue-titanium-aut-ID8PzPTX.html
BMW 520 d Pack M Auto,27900.0,Diesel,Setembro,2016,106000,190,https://www.standvirtual.com/carros/anuncio/bmw-520-d-pack-m-auto-ID8Pxngd.html
BMW 220 d Pack M,21900.0,Diesel,Fevereiro,2017,198000,190,https://www.standvirtual.com/carros/anuncio/bmw-220-d-pack-m-ID8PxScB.html
Mercedes-Benz GLA 180 d Style,23490.0,Diesel,Novembro,2017,60600,109,https://www.standvirtual.com/carros/anuncio/mercedes-benz-gla-180-d-style-ID8Ptjxx.html
VW Golf 1.6 TDI BlueMotion Comfortline,12490.0,Diesel,Setembro,2012,148400,105,https://www.standvirtual.com/carros/anuncio/vw-golf-1-6-tdi-bluemotion-comfortline-ID8Pzlvg.html
Peugeot 2008 1.5 BlueHDi Allure,21490.0,Diesel,Outubro,2021,139000,110,https://www.standvirtual.com/carros/anuncio/peugeot-2008-1-5-bluehdi-allure-ID8PyMdK.html
BMW 116 d Pack M,19500.0,Diesel,Janeiro,2020,206000,116,https://www.standvirtual.com/carros/anuncio/bmw-116-d-pack-m-ID8PxS9Y.html
Mercedes-Benz C 220 d Station 9G-TRONIC AMG Line,34900.0,Diesel,Junho,2020,161800,194,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-220-d-station-9g-tronic-amg-line-ID8Pyx52.html
Audi Q2 1.0 TFSI Sport,19900.0,Gasolina,Agosto,2019,94000,116,https://www.standvirtual.com/carros/anuncio/audi-q2-1-0-tfsi-sport-ID8Puy5R.html
BMW 116 d Line Urban,16890.0,Diesel,Janeiro,2017,165800,116,https://www.standvirtual.com/carros/anuncio/bmw-116-d-line-urban-ID8Pyiw0.html
Peugeot 308 1.6 BlueHDi Active,15990.0,Diesel,Abril,2018,118658,100,https://www.standvirtual.com/carros/anuncio/peugeot-308-1-6-bluehdi-active-ID8Pz4k6.html
BMW X2 16 d sDrive Auto Advantage,28890.0,Diesel,Outubro,2020,137900,116,https://www.standvirtual.com/carros/anuncio/bmw-x2-16-d-sdrive-auto-advantage-ID8Pyiw6.html
Mercedes-Benz A 180 d Style Aut.,27900.0,Diesel,Fevereiro,2021,53500,116,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-d-style-aut-ID8PxNGK.html
Peugeot 308 SW 1.6 BlueHDi Active,18890.0,Diesel,Março,2020,135500,120,https://www.standvirtual.com/carros/anuncio/peugeot-308-sw-1-6-bluehdi-active-ID8Pw59T.html
Porsche Panamera Sport Turismo 4 E-Hybrid,94900.0,Híbrido (Gasolina),Novembro,2018,90900,462,https://www.standvirtual.com/carros/anuncio/porsche-panamera-sport-turismo-4-e-hybrid-ID8PvFpP.html
Mercedes-Benz GLC 250 d Exclusive 4-Matic,38900.0,Diesel,Março,2017,140430,204,https://www.standvirtual.com/carros/anuncio/mercedes-benz-glc-250-d-exclusive-4-matic-ID8Pz6hV.html
Mercedes-Benz E 220 D AMG,31500.0,Diesel,Fevereiro,2017,199500,194,https://www.standvirtual.com/carros/anuncio/mercedes-benz-e-220-d-amg-ID8PyDL6.html
Mercedes-Benz C 220 D Avantgarde Aut.,27990.0,Diesel,Junho,2018,144600,170,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-220-d-avantgarde-aut-ID8PuuQm.html
Renault Mégane 1.5 Blue dCi Zen,15990.0,Diesel,Agosto,2018,73671,95,https://www.standvirtual.com/carros/anuncio/renault-mgane-1-5-blue-dci-zen-ID8Pz6KB.html
BMW M550d xDrive Auto,35000.0,Diesel,Maio,2012,180000,381,https://www.standvirtual.com/carros/anuncio/bmw-m550d-xdrive-auto-ID8PA3M4.html
Renault Mégane Sport Tourer 1.5 Blue dCi Zen,17500.0,Diesel,Março,2019,70068,115,https://www.standvirtual.com/carros/anuncio/renault-mgane-sport-tourer-1-5-blue-dci-zen-ID8PzBIh.html
Mercedes-Benz Vito 113 CDI Longa Aut. SHUTTLE,18400.0,Diesel,Outubro,2011,261000,136,https://www.standvirtual.com/carros/anuncio/mercedes-benz-vito-113-cdi-longa-aut-shuttle-ID8Pz4tV.html
Mercedes-Benz CLC 350,36000.0,Híbrido (Gasolina),Dezembro,2017,84000,320,https://www.standvirtual.com/carros/anuncio/mercedes-benz-clc-350-ID8PzVO7.html
Dacia Sandero 0.9 TCe SL Stepway of Life Easy-R,15900.0,Gasolina,Novembro,2019,83684,90,https://www.standvirtual.com/carros/anuncio/dacia-sandero-0-9-tce-sl-stepway-of-life-easy-r-ID8PwSvz.html
Mitsubishi Colt 1.3 Sport CA,64900.0,Gasolina,Julho,2014,1,95,https://www.standvirtual.com/carros/anuncio/mitsubishi-colt-1-3-sport-ca-ID8Pkj7G.html
Audi Coupé,10900.0,Gasolina,Dezembro,1992,141000,133,https://www.standvirtual.com/carros/anuncio/audi-coup-ID8PdyVX.html
VW Polo 1.4 TDi Lounge,12900.0,Diesel,Julho,2015,134000,90,https://www.standvirtual.com/carros/anuncio/vw-polo-1-4-tdi-lounge-ID8PzWac.html
BMW 520 d Line Luxury Auto,28500.0,Diesel,Julho,2018,176000,190,https://www.standvirtual.com/carros/anuncio/bmw-520-d-line-luxury-auto-ID8PzsoW.html
Renault Mégane Sport Tourer 1.5 dCi Dynamique,7800.0,Diesel,Junho,2012,223000,110,https://www.standvirtual.com/carros/anuncio/renault-mgane-sport-tourer-1-5-dci-dynamique-ID8Puo2D.html
Peugeot 5008 1.5 BlueHDi GT EAT8,38490.0,Diesel,Julho,2021,79073,130,https://www.standvirtual.com/carros/anuncio/peugeot-5008-1-5-bluehdi-gt-eat8-ID8Py5hH.html
SEAT Arona 1.0 TSI FR,23950.0,Gasolina,Agosto,2023,1,110,https://www.standvirtual.com/carros/anuncio/seat-arona-1-0-tsi-fr-ID8PyM0y.html
Fiat Tipo 1.3 M-Jet Lounge,14990.0,Diesel,Junho,2018,71792,95,https://www.standvirtual.com/carros/anuncio/fiat-tipo-1-3-m-jet-lounge-ID8PwTBb.html
Peugeot 5008 1.5 BlueHDi GT EAT8,36990.0,Diesel,Julho,2021,93625,130,https://www.standvirtual.com/carros/anuncio/peugeot-5008-1-5-bluehdi-gt-eat8-ID8Py4Pd.html
Fiat Tipo Cross 1.0 GSE T3,22490.0,Gasolina,Julho,2022,15296,101,https://www.standvirtual.com/carros/anuncio/fiat-tipo-cross-1-0-gse-t3-ID8PzJNm.html
SEAT Arona 1.0 TSI Style,17490.0,Gasolina,Dezembro,2021,75317,95,https://www.standvirtual.com/carros/anuncio/seat-arona-1-0-tsi-style-ID8Pya61.html
Smart ForTwo Coupé,14490.0,Gasolina,Agosto,2018,46552,90,https://www.standvirtual.com/carros/anuncio/smart-fortwo-coup-ID8PuFwK.html
Audi A8 3.0 TDi V6 quattro Tiptronic,79900.0,Diesel,Outubro,2020,26600,286,https://www.standvirtual.com/carros/anuncio/audi-a8-3-0-tdi-v6-quattro-tiptronic-ID8PyagF.html
Citroën C4 1.5 BlueHDi Shine EAT8,25990.0,Diesel,Abril,2021,55827,131,https://www.standvirtual.com/carros/anuncio/citron-c4-1-5-bluehdi-shine-eat8-ID8PvvtE.html
Nissan Juke 1.0 DIG-T N-Connecta,23740.0,Gasolina,Abril,2021,26000,114,https://www.standvirtual.com/carros/anuncio/nissan-juke-1-0-dig-t-n-connecta-ID8PqFxc.html
Peugeot 208 1.6 BlueHDi Active,19990.0,Diesel,Fevereiro,2020,84599,100,https://www.standvirtual.com/carros/anuncio/peugeot-208-1-6-bluehdi-active-ID8PuXbL.html
Fiat Tipo Station Wagon 1.3 Multijet City Life,25990.0,Diesel,Fevereiro,2023,6500,95,https://www.standvirtual.com/carros/anuncio/fiat-tipo-station-wagon-1-3-multijet-city-life-ID8Py4DN.html
Opel Astra 1.6 T PHEV GS Line,29990.0,Híbrido (Gasolina),Outubro,2022,5000,180,https://www.standvirtual.com/carros/anuncio/opel-astra-1-6-t-phev-gs-line-ID8PxjE7.html
BMW 216 Gran Coupé d Pack M,32790.0,Diesel,Abril,2021,83338,116,https://www.standvirtual.com/carros/anuncio/bmw-216-gran-coup-d-pack-m-ID8PzJNn.html
Opel Corsa 1.2 T GS Line,17290.0,Gasolina,Junho,2021,77023,100,https://www.standvirtual.com/carros/anuncio/opel-corsa-1-2-t-gs-line-ID8PwTBt.html
Citroën C5 X 1.6 Hybrid Feel Pack e-EAT8,38490.0,Híbrido (Gasolina),Fevereiro,2023,2600,225,https://www.standvirtual.com/carros/anuncio/citron-c5-x-1-6-hybrid-feel-pack-e-eat8-ID8Py4Py.html
Peugeot 308 1.5 BlueHDi Allure,21990.0,Diesel,Junho,2021,58000,130,https://www.standvirtual.com/carros/anuncio/peugeot-308-1-5-bluehdi-allure-ID8Py7ad.html
Jeep Renegade 1.3 TG 4Xe Limited,37490.0,Híbrido (Gasolina),Fevereiro,2023,7144,190,https://www.standvirtual.com/carros/anuncio/jeep-renegade-1-3-tg-4xe-limited-ID8Py4EP.html
Skoda Kamiq 1.0 TSI Ambition,22990.0,Gasolina,Maio,2021,36641,110,https://www.standvirtual.com/carros/anuncio/skoda-kamiq-1-0-tsi-ambition-ID8PzJCl.html
Skoda Kamiq 1.0 TSI Ambition,22990.0,Gasolina,Maio,2021,35024,110,https://www.standvirtual.com/carros/anuncio/skoda-kamiq-1-0-tsi-ambition-ID8Py5bY.html
BMW 116 d Advantage,17450.0,Diesel,Junho,2018,148104,116,https://www.standvirtual.com/carros/anuncio/bmw-116-d-advantage-ID8PfdkR.html
Mercedes-Benz C 250 D AMG Line Aut.,37900.0,Diesel,Maio,2018,185990,204,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-250-d-amg-line-aut-ID8PySS4.html
Audi e-tron 50 quattro,36500.0,Eléctrico,Dezembro,2020,43000,313,https://www.standvirtual.com/carros/anuncio/audi-e-tron-50-quattro-ID8Pzy3g.html
SEAT Ibiza SC 1.2 TSi FR,10950.0,Gasolina,Junho,2013,110000,105,https://www.standvirtual.com/carros/anuncio/seat-ibiza-sc-1-2-tsi-fr-ID8Pw8bN.html
Peugeot 308 SW 1.6 BlueHDi Style,12250.0,Diesel,Novembro,2016,218493,120,https://www.standvirtual.com/carros/anuncio/peugeot-308-sw-1-6-bluehdi-style-ID8PyUhW.html
Mercedes-Benz C 180 AMG Line,27500.0,Gasolina,Setembro,2017,69000,156,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-180-amg-line-ID8PyQ39.html
Fiat 500L,13000.0,Diesel,Abril,2017,104072,95,https://www.standvirtual.com/carros/anuncio/fiat-500l-ID8PyX9F.html
Porsche Taycan 4S,92900.0,Eléctrico,Outubro,2020,29000,530,https://www.standvirtual.com/carros/anuncio/porsche-taycan-4s-ID8PzWag.html
BMW 116 d Line Sport Auto,27500.0,Diesel,Maio,2021,44000,116,https://www.standvirtual.com/carros/anuncio/bmw-116-d-line-sport-auto-ID8PxtNp.html
MINI John Cooper Works,16900.0,Gasolina,Abril,2011,81000,211,https://www.standvirtual.com/carros/anuncio/mini-john-cooper-works-ID8Pv4lV.html
Dodge RAM,49900.0,GPL,Março,2011,190000,430,https://www.standvirtual.com/carros/anuncio/dodge-ram-ID8PpFc1.html
Volvo V40 1.6 D2 Kinetic Eco,10750.0,Diesel,Junho,2014,222000,115,https://www.standvirtual.com/carros/anuncio/volvo-v40-1-6-d2-kinetic-eco-ID8PlaPv.html
Hyundai Ioniq 5 73kWh Premium,44990.0,Eléctrico,Julho,2022,10200,218,https://www.standvirtual.com/carros/anuncio/hyundai-ioniq-5-73kwh-premium-ID8PvG0E.html
Opel Corsa 1.2 Business,16990.0,Gasolina,Janeiro,2023,12596,75,https://www.standvirtual.com/carros/anuncio/opel-corsa-1-2-business-ID8Py5hB.html
SEAT Ibiza 1.0 TSI FR,19190.0,Gasolina,Junho,2022,33239,110,https://www.standvirtual.com/carros/anuncio/seat-ibiza-1-0-tsi-fr-ID8Pz4LA.html
VW Taigo 1.0 TSI Life,23490.0,Gasolina,Fevereiro,2023,4700,95,https://www.standvirtual.com/carros/anuncio/vw-taigo-1-0-tsi-life-ID8PvwPs.html
Volvo V60 2.0 D3 Momentum,26450.0,Diesel,Setembro,2018,156114,150,https://www.standvirtual.com/carros/anuncio/volvo-v60-2-0-d3-momentum-ID8P3Cpk.html
Renault Clio Sport Tourer 1.5 dCi Limited,13450.0,Diesel,Março,2017,138081,90,https://www.standvirtual.com/carros/anuncio/renault-clio-sport-tourer-1-5-dci-limited-ID8PncMK.html
Mercedes-Benz A 35 AMG Limousine 4Matic,58900.0,Gasolina,Julho,2019,17000,306,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-35-amg-limousine-4matic-ID8PwaKm.html
SEAT Arona 1.0 TSI FR,21990.0,Gasolina,Julho,2022,13500,110,https://www.standvirtual.com/carros/anuncio/seat-arona-1-0-tsi-fr-ID8Pz4Lz.html
Peugeot 3008 1.5 BlueHDi GT EAT8,33490.0,Diesel,Julho,2021,70354,130,https://www.standvirtual.com/carros/anuncio/peugeot-3008-1-5-bluehdi-gt-eat8-ID8Pya6X.html
Opel Corsa 1.2 Business,17490.0,Gasolina,Janeiro,2023,5963,75,https://www.standvirtual.com/carros/anuncio/opel-corsa-1-2-business-ID8PxLnc.html
Hyundai Santa Fe 2.2 CRDi Creative,26490.0,Diesel,Julho,2017,147363,200,https://www.standvirtual.com/carros/anuncio/hyundai-santa-fe-2-2-crdi-creative-ID8PvvrL.html
SEAT Arona 1.0 TSI Xperience,23490.0,Gasolina,Março,2023,6000,110,https://www.standvirtual.com/carros/anuncio/seat-arona-1-0-tsi-xperience-ID8Pz4Oj.html
Peugeot 5008 1.5 BlueHDi GT EAT8,38490.0,Diesel,Outubro,2021,77084,130,https://www.standvirtual.com/carros/anuncio/peugeot-5008-1-5-bluehdi-gt-eat8-ID8Pya6V.html
Opel Corsa 1.2 Business,17490.0,Gasolina,Janeiro,2023,3980,75,https://www.standvirtual.com/carros/anuncio/opel-corsa-1-2-business-ID8PxLnb.html
Hyundai i30 1.0 T-GDI Style,19990.0,Gasolina,Junho,2021,37901,120,https://www.standvirtual.com/carros/anuncio/hyundai-i30-1-0-t-gdi-style-ID8PwTBp.html
Peugeot 3008 1.5 BlueHDi GT EAT8,32690.0,Diesel,Julho,2021,92266,130,https://www.standvirtual.com/carros/anuncio/peugeot-3008-1-5-bluehdi-gt-eat8-ID8Py5hK.html
SEAT Arona 1.0 TSI Style,18190.0,Gasolina,Dezembro,2021,48502,95,https://www.standvirtual.com/carros/anuncio/seat-arona-1-0-tsi-style-ID8PyM1e.html
SEAT Arona 1.0 TSI FR,23950.0,Gasolina,Agosto,2023,1,110,https://www.standvirtual.com/carros/anuncio/seat-arona-1-0-tsi-fr-ID8PyM0Z.html
Ford Puma 1.0 EcoBoost MHEV Titanium,20490.0,Gasolina,Junho,2021,57383,125,https://www.standvirtual.com/carros/anuncio/ford-puma-1-0-ecoboost-mhev-titanium-ID8PwTBf.html
VW Golf 2.0 TSi GTi DSG Performance,24900.0,Gasolina,Junho,2013,166000,230,https://www.standvirtual.com/carros/anuncio/vw-golf-2-0-tsi-gti-dsg-performance-ID8PwMgk.html
Jeep Compass 1.3 T Longitude,22500.0,Gasolina,Fevereiro,2021,42000,130,https://www.standvirtual.com/carros/anuncio/jeep-compass-1-3-t-longitude-ID8PzUei.html
Audi A4 Avant 2.0 TDI,9750.0,Diesel,Junho,2010,266000,136,https://www.standvirtual.com/carros/anuncio/audi-a4-avant-2-0-tdi-ID8Py2Tm.html
Porsche Cayenne II,39900.0,Diesel,Junho,2013,113000,245,https://www.standvirtual.com/carros/anuncio/porsche-cayenne-ii-ID8PnmNE.html
BMW 116 d Line Sport,21900.0,Diesel,Janeiro,2021,167000,116,https://www.standvirtual.com/carros/anuncio/bmw-116-d-line-sport-ID8PxSea.html
Mercedes-Benz A 180 d AMG Line Aut.,32600.0,Diesel,Agosto,2020,40000,116,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-d-amg-line-aut-ID8PzK34.html
Fiat Grande Punto 1.3 M-Jet Sport,7600.0,Diesel,Julho,2011,148000,90,https://www.standvirtual.com/carros/anuncio/fiat-grande-punto-1-3-m-jet-sport-ID8PzK3i.html
BMW 530 e iPerformance Pack M,34900.0,Híbrido (Gasolina),Novembro,2018,134000,252,https://www.standvirtual.com/carros/anuncio/bmw-530-e-iperformance-pack-m-ID8PwCTi.html
SEAT Altea XL 1.6 TDi Sport DPF,7400.0,Diesel,Janeiro,2011,218000,105,https://www.standvirtual.com/carros/anuncio/seat-altea-xl-1-6-tdi-sport-dpf-ID8Pyws1.html
VW Golf 2.0 TSi GTI DSG,17900.0,Gasolina,Janeiro,2010,198000,210,https://www.standvirtual.com/carros/anuncio/vw-golf-2-0-tsi-gti-dsg-ID8PyYqS.html
VW Scirocco 2.0 TSI R DSG,24900.0,Gasolina,Março,2013,163000,265,https://www.standvirtual.com/carros/anuncio/vw-scirocco-2-0-tsi-r-dsg-ID8PyBi9.html
VW Golf 2.0 TSi R DSG,34900.0,Gasolina,Julho,2015,122000,300,https://www.standvirtual.com/carros/anuncio/vw-golf-2-0-tsi-r-dsg-ID8PyH4Y.html
BMW 420 Gran Coupé d Pack M Auto,29000.0,Diesel,Outubro,2016,160000,190,https://www.standvirtual.com/carros/anuncio/bmw-420-gran-coup-d-pack-m-auto-ID8PxFRq.html
VW Golf GTI Clubsport DSG,35900.0,Gasolina,Setembro,2016,123000,265,https://www.standvirtual.com/carros/anuncio/vw-golf-gti-clubsport-dsg-ID8PyGlr.html
Mitsubishi ASX 1.3 DI-T Intense 7DCT,28700.0,Gasolina,Junho,2023,4950,158,https://www.standvirtual.com/carros/anuncio/mitsubishi-asx-1-3-di-t-intense-7dct-ID8PA1GV.html
Ford Maverick 2.7 TD,6000.0,Diesel,Dezembro,1994,294195,100,https://www.standvirtual.com/carros/anuncio/ford-maverick-2-7-td-ID8PzEu4.html
Fiat Tipo Station Wagon 1.3 M-Jet Lounge J17,17450.0,Diesel,Julho,2020,90640,95,https://www.standvirtual.com/carros/anuncio/fiat-tipo-station-wagon-1-3-m-jet-lounge-j17-ID8PyGlq.html
Dacia Sandero 1.0 SCe Comfort,14500.0,Gasolina,Abril,2020,62000,73,https://www.standvirtual.com/carros/anuncio/dacia-sandero-1-0-sce-comfort-ID8Py9TD.html
Kia e-Niro,28990.0,Eléctrico,Novembro,2019,79800,204,https://www.standvirtual.com/carros/anuncio/kia-e-niro-ID8Pz13L.html
Citroën C3 Aircross 1.2 PureTech Shine,18400.0,Gasolina,Fevereiro,2021,30000,110,https://www.standvirtual.com/carros/anuncio/citron-c3-aircross-1-2-puretech-shine-ID8Plbvx.html
Hyundai Bayon,20450.0,Gasolina,Maio,2022,37080,100,https://www.standvirtual.com/carros/anuncio/hyundai-bayon-ID8PzVOg.html
Renault Arkana 1.6 E-Tech Intens,25950.0,Híbrido (Gasolina),Setembro,2021,99000,145,https://www.standvirtual.com/carros/anuncio/renault-arkana-1-6-e-tech-intens-ID8PyoXZ.html
Mitsubishi Space Star 1.2 Intense,15500.0,Gasolina,Junho,2022,40396,71,https://www.standvirtual.com/carros/anuncio/mitsubishi-space-star-1-2-intense-ID8PyTqF.html
Mazda CX-3 1.8 Sky.Advance Navi,17990.0,Diesel,Dezembro,2019,66165,115,https://www.standvirtual.com/carros/anuncio/mazda-cx-3-1-8-sky-advance-navi-ID8PvPLt.html
Volvo V50,9490.0,Diesel,Fevereiro,2012,184828,115,https://www.standvirtual.com/carros/anuncio/volvo-v50-ID8PzK4w.html
Peugeot 2008 1.2 PureTech Style,13900.0,Gasolina,Junho,2018,87000,82,https://www.standvirtual.com/carros/anuncio/peugeot-2008-1-2-puretech-style-ID8PxSye.html
SEAT Leon ST 1.6 TDI Reference S/S,16000.0,Diesel,Maio,2017,85750,115,https://www.standvirtual.com/carros/anuncio/seat-leon-st-1-6-tdi-reference-s-s-ID8PxFRz.html
BMW 420 Gran Coupé d Advantage Auto,24490.0,Diesel,Abril,2018,125262,190,https://www.standvirtual.com/carros/anuncio/bmw-420-gran-coup-d-advantage-auto-ID8PzJLA.html
Audi A6 Avant,10490.0,Diesel,Outubro,2010,334830,136,https://www.standvirtual.com/carros/anuncio/audi-a6-avant-ID8PxnhE.html
Mercedes-Benz CLA 180 d AMG Line,21490.0,Diesel,Outubro,2018,208261,109,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-180-d-amg-line-ID8Ptd8K.html
