brand,price,fuel,month,year,mileage,power,url
Mercedes-Benz E 300 De AMG Line,52900.0,Híbrido (Diesel),Outubro,2020,45086,306,https://www.standvirtual.com/carros/anuncio/mercedes-benz-e-300-de-amg-line-ID8PrG3f.html
Honda Civic 1.3 DSI i-VTEC Hybrid Elegance,7990.0,Híbrido (Gasolina),Agosto,2008,125000,110,https://www.standvirtual.com/carros/anuncio/honda-civic-1-3-dsi-i-vtec-hybrid-elegance-ID8PuLG0.html
Mercedes-Benz AMG GT S,110000.0,Gasolina,Março,2016,48000,510,https://www.standvirtual.com/carros/anuncio/mercedes-benz-amg-gt-s-ID8Ppt5b.html
Citroën C4 Grand Picasso 1.6 e-HDi Exclusive ETG6,11990.0,Diesel,Dezembro,2013,180000,115,https://www.standvirtual.com/carros/anuncio/citron-c4-grand-picasso-1-6-e-hdi-exclusive-etg6-ID8PwJh0.html
Porsche Panamera Turbo PDK,55000.0,Gasolina,Maio,2010,60000,500,https://www.standvirtual.com/carros/anuncio/porsche-panamera-turbo-pdk-ID8PprpF.html
Mercedes-Benz CLA 180 d Shooting Brake Style Plus Aut.,32990.0,Diesel,Janeiro,2020,18000,116,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-180-d-shooting-brake-style-plus-aut-ID8Pw5Bm.html
Renault Mégane 1.3 TCe GT Line,14550.0,Gasolina,Julho,2018,150575,140,https://www.standvirtual.com/carros/anuncio/renault-mgane-1-3-tce-gt-line-ID8PA3yi.html
Opel Astra Caravan 1.4 Elegance,5990.0,Gasolina,Fevereiro,2008,170000,90,https://www.standvirtual.com/carros/anuncio/opel-astra-caravan-1-4-elegance-ID8Py0GC.html
Peugeot 308 SW 2.0 HDi Active,12990.0,Diesel,Novembro,2015,234061,150,https://www.standvirtual.com/carros/anuncio/peugeot-308-sw-2-0-hdi-active-ID8Php7Y.html
Ford Fiesta 1.25 Titanium,7900.0,Gasolina,Setembro,2010,154263,82,https://www.standvirtual.com/carros/anuncio/ford-fiesta-1-25-titanium-ID8PxLpu.html
Skoda Rapid 1.0 TSI Style,14480.0,Gasolina,Dezembro,2018,67000,95,https://www.standvirtual.com/carros/anuncio/skoda-rapid-1-0-tsi-style-ID8Pt8vK.html
Mercedes-Benz E 250 CDi Avantgarde BE Auto.,27800.0,Diesel,Março,2012,162521,204,https://www.standvirtual.com/carros/anuncio/mercedes-benz-e-250-cdi-avantgarde-be-auto-ID8Py4PL.html
Fiat 500 1.3 MJ Pop S&S,13700.0,Diesel,Março,2016,118798,95,https://www.standvirtual.com/carros/anuncio/fiat-500-1-3-mj-pop-s-s-ID8Pz6dg.html
MINI Cooper Standard,21750.0,Gasolina,Maio,2019,54880,136,https://www.standvirtual.com/carros/anuncio/mini-cooper-standard-ID8Pz5WQ.html
Peugeot 2008 1.6 e-HDi Active,11990.0,Diesel,Novembro,2014,160000,92,https://www.standvirtual.com/carros/anuncio/peugeot-2008-1-6-e-hdi-active-ID8Pe6dj.html
BMW 535 d Pack M Auto,21500.0,Diesel,Setembro,2013,216000,313,https://www.standvirtual.com/carros/anuncio/bmw-535-d-pack-m-auto-ID8PA3yh.html
Toyota Auris Touring Sports,12990.0,Diesel,Maio,2014,187947,90,https://www.standvirtual.com/carros/anuncio/toyota-auris-touring-sports-ID8PtPrP.html
Ford Kuga 2.0 TDCi Trend,11450.0,Diesel,Novembro,2008,139435,136,https://www.standvirtual.com/carros/anuncio/ford-kuga-2-0-tdci-trend-ID8PwgN5.html
Renault Grand Scénic 1.7 Blue dCi Bose Edition,20550.0,Diesel,Janeiro,2019,153862,120,https://www.standvirtual.com/carros/anuncio/renault-grand-scnic-1-7-blue-dci-bose-edition-ID8PsfVb.html
VW T-Cross 1.0 TSI BlackStyle,17990.0,Gasolina,Dezembro,2019,86780,95,https://www.standvirtual.com/carros/anuncio/vw-t-cross-1-0-tsi-blackstyle-ID8PsfW8.html
Peugeot 208 1.2 PureTech Allure,11990.0,Gasolina,Novembro,2017,121708,110,https://www.standvirtual.com/carros/anuncio/peugeot-208-1-2-puretech-allure-ID8PsfWe.html
Citroën C3 1.2 PureTech Shine EAT6,16990.0,Gasolina,Maio,2021,111925,110,https://www.standvirtual.com/carros/anuncio/citron-c3-1-2-puretech-shine-eat6-ID8PwIIz.html
Nissan Qashqai 1.6 dCi Tekna Premium Xtronic,21990.0,Diesel,Agosto,2018,146212,130,https://www.standvirtual.com/carros/anuncio/nissan-qashqai-1-6-dci-tekna-premium-xtronic-ID8Powtg.html
Renault Clio 1.0 TCe Intens,12990.0,Gasolina,Outubro,2019,107915,100,https://www.standvirtual.com/carros/anuncio/renault-clio-1-0-tce-intens-ID8PyB8M.html
Mercedes-Benz CLA 180,21990.0,Diesel,Setembro,2016,135616,109,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-180-ID8PyB9u.html
VW Cross Up! 1.0,9999.0,Gasolina,Agosto,2015,75000,75,https://www.standvirtual.com/carros/anuncio/vw-cross-up-1-0-ID8PyB9q.html
Renault Captur 1.3 TCe Exclusive,19990.0,Gasolina,Julho,2020,82207,130,https://www.standvirtual.com/carros/anuncio/renault-captur-1-3-tce-exclusive-ID8PqgmN.html
Peugeot 508 SW 1.6 BlueHDi Active EAT6,12945.0,Diesel,Novembro,2015,144280,120,https://www.standvirtual.com/carros/anuncio/peugeot-508-sw-1-6-bluehdi-active-eat6-ID8PuNFL.html
Ford Focus 1.0 EcoBoost Business,14990.0,Gasolina,Fevereiro,2020,93288,100,https://www.standvirtual.com/carros/anuncio/ford-focus-1-0-ecoboost-business-ID8PvlRY.html
Opel Combo Life 1.5 CDTi L1H1 Edition Plus,18990.0,Diesel,Dezembro,2019,135857,102,https://www.standvirtual.com/carros/anuncio/opel-combo-life-1-5-cdti-l1h1-edition-plus-ID8Ps4vy.html
Citroën C1 1.0 VTi Feel,10950.0,Gasolina,Outubro,2020,72105,72,https://www.standvirtual.com/carros/anuncio/citron-c1-1-0-vti-feel-ID8PvlS2.html
Citroën Berlingo 1.5 BlueHDi XL Feel,21990.0,Diesel,Outubro,2019,132280,102,https://www.standvirtual.com/carros/anuncio/citron-berlingo-1-5-bluehdi-xl-feel-ID8PxFus.html
BMW X1 18 d sDrive Advantage,22990.0,Diesel,Junho,2017,135574,150,https://www.standvirtual.com/carros/anuncio/bmw-x1-18-d-sdrive-advantage-ID8PxFuo.html
Ford Fiesta 1.0 EcoBoost Connected,13990.0,Gasolina,Agosto,2020,55608,95,https://www.standvirtual.com/carros/anuncio/ford-fiesta-1-0-ecoboost-connected-ID8PprKs.html
Land Rover Range Rover Evoque 1.5 P300e AWD Auto,43555.0,Híbrido (Gasolina),Outubro,2020,39677,309,https://www.standvirtual.com/carros/anuncio/land-rover-range-rover-evoque-1-5-p300e-awd-auto-ID8PyB8q.html
MINI Clubman Cooper D,8990.0,Diesel,Setembro,2007,158794,110,https://www.standvirtual.com/carros/anuncio/mini-clubman-cooper-d-ID8PotuI.html
Smart ForTwo Coupé 1.0 71 Passion Aut.,9990.0,Gasolina,Maio,2017,123286,71,https://www.standvirtual.com/carros/anuncio/smart-fortwo-coup-1-0-71-passion-aut-ID8Punin.html
Toyota MR2 1.8 VVTi,11990.0,Gasolina,Maio,2000,128315,143,https://www.standvirtual.com/carros/anuncio/toyota-mr2-1-8-vvti-ID8Pun6R.html
Mercedes-Benz C 320,9900.0,Gasolina,Outubro,2001,144000,218,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-320-ID8PyXae.html
Opel Corsa OPC 1.6 T,14900.0,Gasolina,Março,2010,159000,192,https://www.standvirtual.com/carros/anuncio/opel-corsa-opc-1-6-t-ID8PolVt.html
Porsche Cayenne Turbo,14900.0,Gasolina,Julho,2004,265000,450,https://www.standvirtual.com/carros/anuncio/porsche-cayenne-turbo-ID8PA4Gs.html
Toyota Land Cruiser 3.0 TD Pack 1,16990.0,Diesel,Julho,1998,280000,125,https://www.standvirtual.com/carros/anuncio/toyota-land-cruiser-3-0-td-pack-1-ID8PhOef.html
MINI Electric Cooper SE Classic,24480.0,Eléctrico,Abril,2021,17800,184,https://www.standvirtual.com/carros/anuncio/mini-electric-cooper-se-classic-ID8Psf12.html
Renault Mégane Sport Tourer 1.2 TCE Zen,14900.0,Gasolina,Agosto,2018,116000,100,https://www.standvirtual.com/carros/anuncio/renault-mgane-sport-tourer-1-2-tce-zen-ID8PliJ6.html
MINI Countryman Cooper SD ALL4,16900.0,Diesel,Novembro,2012,179000,143,https://www.standvirtual.com/carros/anuncio/mini-countryman-cooper-sd-all4-ID8PrOJT.html
Toyota iQ 1.4 D-4D,8990.0,Diesel,Agosto,2009,157390,90,https://www.standvirtual.com/carros/anuncio/toyota-iq-1-4-d-4d-ID8PdyQT.html
BMW 116 d Advantage Auto,17990.0,Diesel,Julho,2018,178215,116,https://www.standvirtual.com/carros/anuncio/bmw-116-d-advantage-auto-ID8PyPO0.html
Fiat 500 1.2 Lounge S&S,14990.0,Gasolina,Outubro,2019,35414,69,https://www.standvirtual.com/carros/anuncio/fiat-500-1-2-lounge-s-s-ID8Pjar7.html
Fiat 500 1.3 MJ Pop S&S,13990.0,Diesel,Outubro,2018,148155,95,https://www.standvirtual.com/carros/anuncio/fiat-500-1-3-mj-pop-s-s-ID8PoHZD.html
BMW M3,119000.0,Gasolina,Setembro,2021,14750,510,https://www.standvirtual.com/carros/anuncio/bmw-m3-ID8PzIV0.html
Tesla Model Y Performance Tração Integral,51990.0,Eléctrico,Setembro,2022,31994,480,https://www.standvirtual.com/carros/anuncio/tesla-model-y-performance-trao-integral-ID8PzBdB.html
Land Rover Defender 90 SW 2.2 CRD SE,59900.0,Diesel,Maio,2015,18000,122,https://www.standvirtual.com/carros/anuncio/land-rover-defender-90-sw-2-2-crd-se-ID8PlJbi.html
Land Rover Defender 90 SW 2.5 Td5 S,49000.0,Diesel,Janeiro,2003,155000,122,https://www.standvirtual.com/carros/anuncio/land-rover-defender-90-sw-2-5-td5-s-ID8PlRU4.html
Porsche 997 GT2,219900.0,Gasolina,Novembro,2009,24900,530,https://www.standvirtual.com/carros/anuncio/porsche-997-gt2-ID8PssXR.html
Porsche 991 GT3 PDK,217500.0,Gasolina,Outubro,2017,11703,500,https://www.standvirtual.com/carros/anuncio/porsche-991-gt3-pdk-ID8PuAzK.html
Ford Focus SW 1.8 TDCi Ghia,2250.0,Diesel,Junho,2003,541115,115,https://www.standvirtual.com/carros/anuncio/ford-focus-sw-1-8-tdci-ghia-ID8PA4G0.html
Renault Clio 1.5 dCi Confort Authentique,4750.0,Diesel,Janeiro,2006,290000,80,https://www.standvirtual.com/carros/anuncio/renault-clio-1-5-dci-confort-authentique-ID8PzRLP.html
Mercedes-Benz CL 500 (BlueEFFICIENCY) 7G-TRONIC Grand Edition,39990.0,Gasolina,Setembro,2010,117100,435,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cl-500-blueefficiency-7g-tronic-grand-edition-ID8PzYSc.html
Peugeot 2008 1.2 PureTech Allure,26990.0,Gasolina,Outubro,2023,5000,102,https://www.standvirtual.com/carros/anuncio/peugeot-2008-1-2-puretech-allure-ID8Pz77G.html
Peugeot 208 1.5 BlueHDi Active Pack,22500.0,Diesel,Fevereiro,2023,16049,102,https://www.standvirtual.com/carros/anuncio/peugeot-208-1-5-bluehdi-active-pack-ID8Pyf9A.html
Hyundai i30,43900.0,Gasolina,Setembro,2022,4667,120,https://www.standvirtual.com/carros/anuncio/hyundai-i30-ID8Pwt7R.html
Mercedes-Benz GLB 180 d AMG Line,54850.0,Diesel,Junho,2022,12775,116,https://www.standvirtual.com/carros/anuncio/mercedes-benz-glb-180-d-amg-line-ID8Pz77R.html
Citroën C3 1.2 PureTech C-Series,20500.0,Gasolina,Novembro,2022,15,83,https://www.standvirtual.com/carros/anuncio/citron-c3-1-2-puretech-c-series-ID8Pz777.html
Peugeot e-208 Active Pack,31490.0,Eléctrico,Março,2023,300,136,https://www.standvirtual.com/carros/anuncio/peugeot-e-208-active-pack-ID8PyfFK.html
Peugeot 208 1.4 HDi Active,10299.0,Diesel,Março,2014,131584,68,https://www.standvirtual.com/carros/anuncio/peugeot-208-1-4-hdi-active-ID8Pwfr4.html
SEAT Alhambra 2.0 TDi Xcellence DSG,39900.0,Diesel,Julho,2020,59162,150,https://www.standvirtual.com/carros/anuncio/seat-alhambra-2-0-tdi-xcellence-dsg-ID8PrLsu.html
Audi A3 Sportback 30 TFSI S line S tronic,33900.0,Gasolina,Abril,2022,28709,110,https://www.standvirtual.com/carros/anuncio/audi-a3-sportback-30-tfsi-s-line-s-tronic-ID8PsbeO.html
Peugeot 208,69900.0,Gasolina,Janeiro,2014,1000,200,https://www.standvirtual.com/carros/anuncio/peugeot-208-ID8P2nHo.html
BMW M2 Competition Auto,76900.0,Gasolina,Fevereiro,2019,7500,410,https://www.standvirtual.com/carros/anuncio/bmw-m2-competition-auto-ID8P4ojC.html
VW Taigo 1.0 TSI Life,23900.0,Gasolina,Janeiro,2023,32110,95,https://www.standvirtual.com/carros/anuncio/vw-taigo-1-0-tsi-life-ID8PA4HU.html
Peugeot 208 1.2 PureTech Active,10900.0,Gasolina,Abril,2019,51000,82,https://www.standvirtual.com/carros/anuncio/peugeot-208-1-2-puretech-active-ID8Pz77L.html
VW Passat Variant 1.6 TDI BlueMotion,9990.0,Diesel,Novembro,2011,266000,105,https://www.standvirtual.com/carros/anuncio/vw-passat-variant-1-6-tdi-bluemotion-ID8PA4Fe.html
Suzuki Vitara 1.9 TD JLX,3990.0,Diesel,Outubro,1997,390000,75,https://www.standvirtual.com/carros/anuncio/suzuki-vitara-1-9-td-jlx-ID8PzLUZ.html
Renault 5 1.1 GTL,1200.0,Gasolina,Maio,1985,140000,47,https://www.standvirtual.com/carros/anuncio/renault-5-1-1-gtl-ID8Pzgf0.html
Mercedes-Benz B 200 CDi BlueEfficiency,18750.0,Diesel,Julho,2014,137000,136,https://www.standvirtual.com/carros/anuncio/mercedes-benz-b-200-cdi-blueefficiency-ID8Pe6us.html
Peugeot 208 1.2 PureTech Active Pack,17990.0,Gasolina,Novembro,2021,22000,75,https://www.standvirtual.com/carros/anuncio/peugeot-208-1-2-puretech-active-pack-ID8PneUF.html
BMW X1 16 d sDrive Line xLine,28500.0,Diesel,Março,2018,92000,116,https://www.standvirtual.com/carros/anuncio/bmw-x1-16-d-sdrive-line-xline-ID8PoFrP.html
DS DS4 1.6 PureTech Performance Line EAT8,33950.0,Gasolina,Abril,2022,30906,180,https://www.standvirtual.com/carros/anuncio/ds-ds4-1-6-puretech-performance-line-eat8-ID8PzXkK.html
Renault Mégane Sport Tourer 1.5 Blue dCi GT Line,15900.0,Diesel,Maio,2019,199999,115,https://www.standvirtual.com/carros/anuncio/renault-mgane-sport-tourer-1-5-blue-dci-gt-line-ID8Pu6jC.html
VW Passat Variant 1.6 TDI BlueMotion,15500.0,Diesel,Dezembro,2015,131100,120,https://www.standvirtual.com/carros/anuncio/vw-passat-variant-1-6-tdi-bluemotion-ID8PzW7s.html
SEAT Arona 1.0 TSI Reference,14990.0,Gasolina,Maio,2020,33409,95,https://www.standvirtual.com/carros/anuncio/seat-arona-1-0-tsi-reference-ID8Pnqi5.html
BMW 320 d,15990.0,Diesel,Outubro,2008,224000,177,https://www.standvirtual.com/carros/anuncio/bmw-320-d-ID8PsLpl.html
Citroën C4 Cactus 1.2 PureTech Shine,17000.0,Gasolina,Fevereiro,2018,30000,110,https://www.standvirtual.com/carros/anuncio/citron-c4-cactus-1-2-puretech-shine-ID8PpXjV.html
Mercedes-Benz A 180 d AMG Line Aut.,28500.0,Diesel,Novembro,2018,140000,116,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-d-amg-line-aut-ID8PufqH.html
Ford Focus SW 1.0 EcoBoost MHEV ST-Line,19399.0,Gasolina,Junho,2020,62000,125,https://www.standvirtual.com/carros/anuncio/ford-focus-sw-1-0-ecoboost-mhev-st-line-ID8Pz1Cb.html
BMW i3,29850.0,Eléctrico,Abril,2021,41000,170,https://www.standvirtual.com/carros/anuncio/bmw-i3-ID8PxN2m.html
Mercedes-Benz C 220 d Station 9G-TRONIC Night Edition,26250.0,Diesel,Julho,2018,200000,194,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-220-d-station-9g-tronic-night-edition-ID8Pz80s.html
Smart ForFour Electric Drive Perfect,14900.0,Eléctrico,Novembro,2017,42000,82,https://www.standvirtual.com/carros/anuncio/smart-forfour-electric-drive-perfect-ID8PpXh6.html
BMW 320 d Touring Auto,34500.0,Diesel,Abril,2020,140000,190,https://www.standvirtual.com/carros/anuncio/bmw-320-d-touring-auto-ID8Pzr5P.html
Renault Grand Scénic 1.6 dCi Luxe SS,20500.0,Diesel,Maio,2018,110000,130,https://www.standvirtual.com/carros/anuncio/renault-grand-scnic-1-6-dci-luxe-ss-ID8Pzr6n.html
Ford Kuga 2.0 TDCi Titanium,10250.0,Diesel,Dezembro,2009,238914,136,https://www.standvirtual.com/carros/anuncio/ford-kuga-2-0-tdci-titanium-ID8MtSgC.html
Peugeot 3008 1.5 BlueHDi Active,22900.0,Diesel,Novembro,2018,80824,130,https://www.standvirtual.com/carros/anuncio/peugeot-3008-1-5-bluehdi-active-ID8Pt8vA.html
Alfa Romeo MiTo 1.3 JTD SBK S&S,7750.0,Diesel,Setembro,2013,235000,85,https://www.standvirtual.com/carros/anuncio/alfa-romeo-mito-1-3-jtd-sbk-s-s-ID8Ph1j3.html
Peugeot 208 1.2 PureTech Active Pack,16900.0,Gasolina,Abril,2021,47112,75,https://www.standvirtual.com/carros/anuncio/peugeot-208-1-2-puretech-active-pack-ID8PrUo0.html
Alfa Romeo Giulia 2.2 D Super,22750.0,Diesel,Junho,2016,165000,180,https://www.standvirtual.com/carros/anuncio/alfa-romeo-giulia-2-2-d-super-ID8PkPlt.html
VW Polo 1.2 TDI Black/Silver Edition,9900.0,Diesel,Setembro,2013,115937,75,https://www.standvirtual.com/carros/anuncio/vw-polo-1-2-tdi-black-silver-edition-ID8PyaVa.html
Ford Puma 1.0 EcoBoost MHEV ST-Line X,24990.0,Gasolina,Julho,2022,19990,125,https://www.standvirtual.com/carros/anuncio/ford-puma-1-0-ecoboost-mhev-st-line-x-ID8PiuFH.html
Mercedes-Benz S 400 d 4Matic,128750.0,Diesel,Janeiro,2021,59665,330,https://www.standvirtual.com/carros/anuncio/mercedes-benz-s-400-d-4matic-ID8Puecj.html
Audi A5 Sportback 2.0 TDI Design S tronic,33000.0,Diesel,Dezembro,2018,75000,190,https://www.standvirtual.com/carros/anuncio/audi-a5-sportback-2-0-tdi-design-s-tronic-ID8P9pyy.html
Jaguar F-Type Coupe 2.0 Aut.,55500.0,Gasolina,Março,2019,52000,300,https://www.standvirtual.com/carros/anuncio/jaguar-f-type-coupe-2-0-aut-ID8PsLos.html
VW Golf Variant 1.6 TDi Trendline,14650.0,Diesel,Janeiro,2014,190000,90,https://www.standvirtual.com/carros/anuncio/vw-golf-variant-1-6-tdi-trendline-ID8PxNw5.html
Renault Mégane Sport Tourer 1.5 Blue dCi Limited C/PM+Pneu,14980.0,Diesel,Março,2019,121000,115,https://www.standvirtual.com/carros/anuncio/renault-mgane-sport-tourer-1-5-blue-dci-limited-c-pm-pneu-ID8PuEZY.html
Ford Galaxy 2.0 TDCi Titanium,19490.0,Diesel,Abril,2014,107131,140,https://www.standvirtual.com/carros/anuncio/ford-galaxy-2-0-tdci-titanium-ID8PyUkt.html
Alfa Romeo Stelvio 2.2 D B-Tech AT8,36990.0,Diesel,Junho,2019,69562,190,https://www.standvirtual.com/carros/anuncio/alfa-romeo-stelvio-2-2-d-b-tech-at8-ID8Poceu.html
Opel Astra Sports Tourer 1.6 CDTI Business Edition S/S,12990.0,Diesel,Fevereiro,2018,165000,136,https://www.standvirtual.com/carros/anuncio/opel-astra-sports-tourer-1-6-cdti-business-edition-s-s-ID8PxSiG.html
Renault Mégane Sport Tourer 1.5 dCi Intens,13490.0,Diesel,Maio,2017,190000,110,https://www.standvirtual.com/carros/anuncio/renault-mgane-sport-tourer-1-5-dci-intens-ID8Pz6S3.html
Peugeot 308 SW 1.6 HDi Active,10990.0,Diesel,Maio,2015,207000,92,https://www.standvirtual.com/carros/anuncio/peugeot-308-sw-1-6-hdi-active-ID8PyGjm.html
Audi e-tron 50 quattro S line,62990.0,Eléctrico,Março,2021,28733,313,https://www.standvirtual.com/carros/anuncio/audi-e-tron-50-quattro-s-line-ID8PuB4N.html
Mercedes-Benz A 180 d AMG Line,21750.0,Diesel,Março,2018,178000,109,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-d-amg-line-ID8Pu6o8.html
Mercedes-Benz A 180 d 7G-DCT Progressive,21990.0,Diesel,Julho,2018,125000,116,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-d-7g-dct-progressive-ID8PxPee.html
Smart ForTwo Coupé,7750.0,Diesel,Maio,2008,133450,54,https://www.standvirtual.com/carros/anuncio/smart-fortwo-coup-ID8PA4K4.html
Mercedes-Benz CLA 200 d Shooting Brake AMG Line,21950.0,Diesel,Outubro,2016,200000,136,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-200-d-shooting-brake-amg-line-ID8PuReN.html
Fiat Tipo 1.3 M-Jet Lounge,11250.0,Diesel,Novembro,2016,98000,95,https://www.standvirtual.com/carros/anuncio/fiat-tipo-1-3-m-jet-lounge-ID8Pjwbf.html
BMW 318 d Touring Advantage Auto,22500.0,Diesel,Junho,2019,160000,150,https://www.standvirtual.com/carros/anuncio/bmw-318-d-touring-advantage-auto-ID8PxEgb.html
VW Golf Variant 1.6 TDi Trendline,9990.0,Diesel,Dezembro,2010,124000,90,https://www.standvirtual.com/carros/anuncio/vw-golf-variant-1-6-tdi-trendline-ID8Pz6Rw.html
Mitsubishi Lancer 1.5 Invite Aut.,4750.0,Gasolina,Fevereiro,2008,111801,109,https://www.standvirtual.com/carros/anuncio/mitsubishi-lancer-1-5-invite-aut-ID8PzVHL.html
BMW 530 e Pack M,42990.0,Híbrido (Gasolina),Julho,2020,86500,292,https://www.standvirtual.com/carros/anuncio/bmw-530-e-pack-m-ID8PzJGY.html
Mercedes-Benz CLA 220 CDi AMG Sport Aut.,23900.0,Diesel,Julho,2015,210000,170,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-220-cdi-amg-sport-aut-ID8Psk1H.html
SEAT Altea 1.6 TDi Sport DPF,6980.0,Diesel,Março,2010,221000,105,https://www.standvirtual.com/carros/anuncio/seat-altea-1-6-tdi-sport-dpf-ID8PjVZu.html
Renault Zoe (c/ Bateria) Z.E. 50 LIFE,19800.0,Eléctrico,Janeiro,2020,36500,108,https://www.standvirtual.com/carros/anuncio/renault-zoe-c-bateria-z-e-50-life-ID8PA3SX.html
MINI Cooper D,9800.0,Diesel,Novembro,2011,175000,112,https://www.standvirtual.com/carros/anuncio/mini-cooper-d-ID8PzXkF.html
Lexus NX 300h Executive+,42500.0,Híbrido (Gasolina),Julho,2020,25579,197,https://www.standvirtual.com/carros/anuncio/lexus-nx-300h-executive-ID8PzW7r.html
Mazda 2 1.5 L Hybrid VVT-i Agile,25950.0,Híbrido (Gasolina),Fevereiro,2023,8000,116,https://www.standvirtual.com/carros/anuncio/mazda-2-1-5-l-hybrid-vvt-i-agile-ID8PqfkF.html
Mazda MX-5 1.5 Sky-G Exclusive Line,39900.0,Gasolina,Setembro,2023,100,132,https://www.standvirtual.com/carros/anuncio/mazda-mx-5-1-5-sky-g-exclusive-line-ID8Pxy1M.html
Mazda 3 2.0 e-Skyactiv-G Homura,32900.0,Gasolina,Agosto,2023,100,150,https://www.standvirtual.com/carros/anuncio/mazda-3-2-0-e-skyactiv-g-homura-ID8Pxy0v.html
Mazda CX-60,61500.0,Híbrido (Gasolina),Julho,2023,100,328,https://www.standvirtual.com/carros/anuncio/mazda-cx-60-ID8PuM2w.html
Mazda CX-5 2.0 G Homura AT,41900.0,Gasolina,Agosto,2023,500,165,https://www.standvirtual.com/carros/anuncio/mazda-cx-5-2-0-g-homura-at-ID8Px1ut.html
Mazda 2 1.5 L Hybrid VVT-i Agile,24950.0,Híbrido (Gasolina),Fevereiro,2023,10,116,https://www.standvirtual.com/carros/anuncio/mazda-2-1-5-l-hybrid-vvt-i-agile-ID8PpwGv.html
Mazda CX-30 2.0 Sky-G Homura,33950.0,Gasolina,Junho,2023,5000,150,https://www.standvirtual.com/carros/anuncio/mazda-cx-30-2-0-sky-g-homura-ID8PvZcj.html
Mazda CX-60 2.5 e-Sky.PHEV Exclusive Line +Conv. &Sound P.+Dr.Assi. P.+Co.+Pan.-SKO,57900.0,Híbrido (Gasolina),Janeiro,2023,10,328,https://www.standvirtual.com/carros/anuncio/mazda-cx-60-2-5-e-sky-phev-exclusive-line-conv-sound-p-dr-assi-p-co-pan-sko-ID8PpaW2.html
Mazda CX-30 2.0 Sky-G Homura,33950.0,Gasolina,Fevereiro,2023,5000,150,https://www.standvirtual.com/carros/anuncio/mazda-cx-30-2-0-sky-g-homura-ID8PpwGm.html
Mercedes-Benz B 180 d AMG Line,29300.0,Diesel,Outubro,2019,63800,116,https://www.standvirtual.com/carros/anuncio/mercedes-benz-b-180-d-amg-line-ID8Pj5fA.html
Tesla Model 3,42900.0,Eléctrico,Março,2019,109000,483,https://www.standvirtual.com/carros/anuncio/tesla-model-3-ID8PyQiO.html
Smart ForTwo Coupé,15900.0,Eléctrico,Novembro,2020,13731,82,https://www.standvirtual.com/carros/anuncio/smart-fortwo-coup-ID8Pqfpt.html
Mercedes-Benz GLA 45 AMG 4-Matic,37400.0,Gasolina,Abril,2016,89800,381,https://www.standvirtual.com/carros/anuncio/mercedes-benz-gla-45-amg-4-matic-ID8PszR9.html
Land Rover Range Rover Sport 3.0 SDV6 HSE,56250.0,Diesel,Março,2017,170000,306,https://www.standvirtual.com/carros/anuncio/land-rover-range-rover-sport-3-0-sdv6-hse-ID8PoZu9.html
Peugeot 308 SW BlueHDi 130 Stop & Start Active Pack,8300.0,Diesel,Março,2015,234416,130,https://www.standvirtual.com/carros/anuncio/peugeot-308-sw-bluehdi-130-stop-start-active-pack-ID8PzBRC.html
Renault Captur (ENERGY) dCi 90 INTENS,15750.0,Diesel,Fevereiro,2018,124750,90,https://www.standvirtual.com/carros/anuncio/renault-captur-energy-dci-90-intens-ID8PzrLd.html
Opel Zafira 1.6 CDTi Dynamic S/S,15950.0,Diesel,Fevereiro,2016,89000,136,https://www.standvirtual.com/carros/anuncio/opel-zafira-1-6-cdti-dynamic-s-s-ID8PzKsE.html
Peugeot 308 SW 1.6 BlueHDi Allure J17,14950.0,Diesel,Julho,2015,124000,120,https://www.standvirtual.com/carros/anuncio/peugeot-308-sw-1-6-bluehdi-allure-j17-ID8PzKr1.html
Peugeot 208 1.4 HDi Access,9900.0,Diesel,Junho,2013,132076,68,https://www.standvirtual.com/carros/anuncio/peugeot-208-1-4-hdi-access-ID8PttCu.html
Renault Captur ENERGY dCi 110 Intens,12950.0,Diesel,Novembro,2014,132000,110,https://www.standvirtual.com/carros/anuncio/renault-captur-energy-dci-110-intens-ID8PuAyT.html
Opel Astra 1.0 Turbo S&S Edition,11950.0,Gasolina,Maio,2019,101400,105,https://www.standvirtual.com/carros/anuncio/opel-astra-1-0-turbo-s-s-edition-ID8PzVCy.html
Mercedes-Benz CLA 200 d Shooting Brake AMG Line Aut.,21250.0,Diesel,Dezembro,2015,179000,136,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-200-d-shooting-brake-amg-line-aut-ID8PxVbB.html
Mazda MX-5 1.8,14900.0,Gasolina,Maio,1994,159000,131,https://www.standvirtual.com/carros/anuncio/mazda-mx-5-1-8-ID8PvAqb.html
